Site,Exclosure,Disturbance,Plot Name,Date,FG,index,Year,Total_Hits_FG,project,Total Hits,Total_Weight_FG,hits,weight
clayey,,,7.0,2017-07-13,Brome,30,2017,20,PVSAGE,20,64.96,0.0,2.48
clayey,,,7.0,2017-07-13,C3,30,2017,20,PVSAGE,20,64.96,7.0,41.64
clayey,,,7.0,2017-07-13,C4,30,2017,20,PVSAGE,20,64.96,12.0,13.96
clayey,,,7.0,2017-07-13,Forb,30,2017,20,PVSAGE,20,64.96,0.0,2.26
clayey,,,7.0,2017-07-13,SD,30,2017,20,PVSAGE,20,64.96,0.0,
clayey,,,7.0,2017-07-13,Subshrub,30,2017,20,PVSAGE,20,64.96,,
clayey,,,7.0,2017-07-13,Total,30,2017,20,PVSAGE,20,64.96,20.0,64.96
clayey,,,7.0,2017-07-13,VUOC,30,2017,20,PVSAGE,20,64.96,1.0,4.62
clayey,,,8.0,2017-07-13,AnnGrass,31,2017,18,PVSAGE,18,43.220000000000006,0.0,0.02
clayey,,,8.0,2017-07-13,Brome,31,2017,18,PVSAGE,18,43.220000000000006,0.0,0.02
clayey,,,8.0,2017-07-13,C3,31,2017,18,PVSAGE,18,43.220000000000006,2.0,7.3
clayey,,,8.0,2017-07-13,C4,31,2017,18,PVSAGE,18,43.220000000000006,16.0,34.84
clayey,,,8.0,2017-07-13,Forb,31,2017,18,PVSAGE,18,43.220000000000006,0.0,1.06
clayey,,,8.0,2017-07-13,SD,31,2017,18,PVSAGE,18,43.220000000000006,0.0,
clayey,,,8.0,2017-07-13,Subshrub,31,2017,18,PVSAGE,18,43.220000000000006,,
clayey,,,8.0,2017-07-13,Total,31,2017,18,PVSAGE,18,43.220000000000006,18.0,43.220000000000006
clayey,,,8.0,2017-07-13,VUOC,31,2017,18,PVSAGE,18,43.220000000000006,0.0,0.0
clayey,,,9.0,2017-07-13,AnnGrass,32,2017,12,PVSAGE,12,77.18,2.0,8.8
clayey,,,9.0,2017-07-13,Brome,32,2017,12,PVSAGE,12,77.18,0.0,2.4
clayey,,,9.0,2017-07-13,C3,32,2017,12,PVSAGE,12,77.18,7.0,45.0
clayey,,,9.0,2017-07-13,C4,32,2017,12,PVSAGE,12,77.18,3.0,22.32
clayey,,,9.0,2017-07-13,Forb,32,2017,12,PVSAGE,12,77.18,0.0,1.06
clayey,,,9.0,2017-07-13,SD,32,2017,12,PVSAGE,12,77.18,0.0,
clayey,,,9.0,2017-07-13,Subshrub,32,2017,12,PVSAGE,12,77.18,,
clayey,,,9.0,2017-07-13,Total,32,2017,12,PVSAGE,12,77.18,12.0,77.18
clayey,,,9.0,2017-07-13,VUOC,32,2017,12,PVSAGE,12,77.18,2.0,6.4
clayey,,,10.0,2017-07-13,AnnGrass,33,2017,13,PVSAGE,13,97.32,3.0,3.16
clayey,,,10.0,2017-07-13,Brome,33,2017,13,PVSAGE,13,97.32,3.0,2.36
clayey,,,10.0,2017-07-13,C3,33,2017,13,PVSAGE,13,97.32,1.0,39.26
clayey,,,10.0,2017-07-13,C4,33,2017,13,PVSAGE,13,97.32,9.0,43.3
clayey,,,10.0,2017-07-13,Forb,33,2017,13,PVSAGE,13,97.32,0.0,11.6
clayey,,,10.0,2017-07-13,SD,33,2017,13,PVSAGE,13,97.32,0.0,
clayey,,,10.0,2017-07-13,Subshrub,33,2017,13,PVSAGE,13,97.32,,
clayey,,,10.0,2017-07-13,Total,33,2017,13,PVSAGE,13,97.32,13.0,97.31999999999998
clayey,,,10.0,2017-07-13,VUOC,33,2017,13,PVSAGE,13,97.32,0.0,0.8
clayey,,,11.0,2017-07-13,AnnGrass,34,2017,5,PVSAGE,5,42.03999999999999,1.0,1.1
clayey,,,11.0,2017-07-13,Brome,34,2017,5,PVSAGE,5,42.03999999999999,0.0,0.48
clayey,,,11.0,2017-07-13,C3,34,2017,5,PVSAGE,5,42.03999999999999,1.0,28.14
clayey,,,11.0,2017-07-13,C4,34,2017,5,PVSAGE,5,42.03999999999999,3.0,10.58
clayey,,,11.0,2017-07-13,Forb,34,2017,5,PVSAGE,5,42.03999999999999,0.0,2.22
clayey,,,11.0,2017-07-13,SD,34,2017,5,PVSAGE,5,42.03999999999999,0.0,
clayey,,,11.0,2017-07-13,Subshrub,34,2017,5,PVSAGE,5,42.03999999999999,,
clayey,,,11.0,2017-07-13,Total,34,2017,5,PVSAGE,5,42.03999999999999,5.0,42.04
clayey,,,11.0,2017-07-13,VUOC,34,2017,5,PVSAGE,5,42.03999999999999,1.0,0.62
clayey,,,12.0,2017-07-13,AnnGrass,35,2017,16,PVSAGE,16,81.24000000000001,5.0,22.24
clayey,,,12.0,2017-07-13,Brome,35,2017,16,PVSAGE,16,81.24000000000001,1.0,3.46
clayey,,,12.0,2017-07-13,C3,35,2017,16,PVSAGE,16,81.24000000000001,4.0,26.08
clayey,,,12.0,2017-07-13,C4,35,2017,16,PVSAGE,16,81.24000000000001,7.0,31.5
clayey,,,12.0,2017-07-13,Forb,35,2017,16,PVSAGE,16,81.24000000000001,0.0,1.42
clayey,,,12.0,2017-07-13,SD,35,2017,16,PVSAGE,16,81.24000000000001,0.0,
clayey,,,12.0,2017-07-13,Subshrub,35,2017,16,PVSAGE,16,81.24000000000001,,
clayey,,,12.0,2017-07-13,Total,35,2017,16,PVSAGE,16,81.24000000000001,16.0,81.24000000000001
clayey,,,12.0,2017-07-13,VUOC,35,2017,16,PVSAGE,16,81.24000000000001,4.0,18.78
loamy,,,1.0,2017-07-11,AnnGrass,36,2017,20,PVSAGE,29,70.39999999999999,4.0,9.04
loamy,,,1.0,2017-07-11,Brome,36,2017,20,PVSAGE,29,70.39999999999999,4.0,9.02
loamy,,,1.0,2017-07-11,C3,36,2017,20,PVSAGE,29,70.39999999999999,8.0,43.0
loamy,,,1.0,2017-07-11,C4,36,2017,20,PVSAGE,29,70.39999999999999,5.0,14.6
loamy,,,1.0,2017-07-11,Forb,36,2017,20,PVSAGE,29,70.39999999999999,0.0,3.76
loamy,,,1.0,2017-07-11,SD,36,2017,20,PVSAGE,29,70.39999999999999,3.0,
loamy,,,1.0,2017-07-11,Subshrub,36,2017,20,PVSAGE,29,70.39999999999999,,
loamy,,,1.0,2017-07-11,Total,36,2017,20,PVSAGE,29,70.39999999999999,20.0,70.39999999999999
loamy,,,1.0,2017-07-11,VUOC,36,2017,20,PVSAGE,29,70.39999999999999,0.0,0.02
loamy,,,1.0,2018-07-24,AnnGrass,37,2018,36,PVSAGE,60,129.20000000000002,29.0,60.9
loamy,,,1.0,2018-07-24,Brome,37,2018,36,PVSAGE,60,129.20000000000002,29.0,60.6
loamy,,,1.0,2018-07-24,C3,37,2018,36,PVSAGE,60,129.20000000000002,3.0,37.7
loamy,,,1.0,2018-07-24,C4,37,2018,36,PVSAGE,60,129.20000000000002,4.0,13.2
loamy,,,1.0,2018-07-24,Forb,37,2018,36,PVSAGE,60,129.20000000000002,0.0,4.1
loamy,,,1.0,2018-07-24,SD,37,2018,36,PVSAGE,60,129.20000000000002,0.0,13.3
loamy,,,1.0,2018-07-24,Subshrub,37,2018,36,PVSAGE,60,129.20000000000002,,
loamy,,,1.0,2018-07-24,Total,37,2018,36,PVSAGE,60,129.20000000000002,36.0,129.20000000000002
loamy,,,1.0,2018-07-24,VUOC,37,2018,36,PVSAGE,60,129.20000000000002,0.0,0.3
loamy,,,1.0,2019-07-23,AnnGrass,38,2019,21,PVSAGE,21,95.5,5.0,14.8
loamy,,,1.0,2019-07-23,Brome,38,2019,21,PVSAGE,21,95.5,5.0,14.6
loamy,,,1.0,2019-07-23,C3,38,2019,21,PVSAGE,21,95.5,12.0,34.7
loamy,,,1.0,2019-07-23,C4,38,2019,21,PVSAGE,21,95.5,2.0,39.8
loamy,,,1.0,2019-07-23,Forb,38,2019,21,PVSAGE,21,95.5,2.0,6.2
loamy,,,1.0,2019-07-23,SD,38,2019,21,PVSAGE,21,95.5,0.0,0.0
loamy,,,1.0,2019-07-23,Subshrub,38,2019,21,PVSAGE,21,95.5,,
loamy,,,1.0,2019-07-23,Total,38,2019,21,PVSAGE,21,95.5,21.0,95.5
loamy,,,1.0,2019-07-23,VUOC,38,2019,21,PVSAGE,21,95.5,0.0,0.2
loamy,,,1.0,2020-07-23,AnnGrass,39,2020,25,PVSAGE,25,73.7854,1.0,10.7
loamy,,,1.0,2020-07-23,Brome,39,2020,25,PVSAGE,25,73.7854,1.0,10.6
loamy,,,1.0,2020-07-23,C3,39,2020,25,PVSAGE,25,73.7854,11.0,26.06
loamy,,,1.0,2020-07-23,C4,39,2020,25,PVSAGE,25,73.7854,1.0,5.28
loamy,,,1.0,2020-07-23,Forb,39,2020,25,PVSAGE,25,73.7854,0.0,0.0453999999999999
loamy,,,1.0,2020-07-23,SD,39,2020,25,PVSAGE,25,73.7854,12.0,31.7
loamy,,,1.0,2020-07-23,Subshrub,39,2020,25,PVSAGE,25,73.7854,,
loamy,,,1.0,2020-07-23,Total,39,2020,25,PVSAGE,25,73.7854,25.0,73.7854
loamy,,,1.0,2020-07-23,VUOC,39,2020,25,PVSAGE,25,73.7854,0.0,0.1
loamy,,,1.0,2021-07-26,AnnGrass,40,2021,22,PVSAGE,22,81.78,6.0,19.1
loamy,,,1.0,2021-07-26,Brome,40,2021,22,PVSAGE,22,81.78,6.0,17.9
loamy,,,1.0,2021-07-26,C3,40,2021,22,PVSAGE,22,81.78,5.0,17.96
loamy,,,1.0,2021-07-26,C4,40,2021,22,PVSAGE,22,81.78,9.0,23.52
loamy,,,1.0,2021-07-26,Forb,40,2021,22,PVSAGE,22,81.78,1.0,12.52
loamy,,,1.0,2021-07-26,SD,40,2021,22,PVSAGE,22,81.78,1.0,8.68
loamy,,,1.0,2021-07-26,Subshrub,40,2021,22,PVSAGE,22,81.78,,
loamy,,,1.0,2021-07-26,Total,40,2021,22,PVSAGE,22,81.78,22.0,81.78
loamy,,,1.0,2021-07-26,VUOC,40,2021,22,PVSAGE,22,81.78,0.0,1.2
loamy,,,2.0,2017-07-11,AnnGrass,41,2017,23,PVSAGE,23,77.7,1.0,6.38
loamy,,,2.0,2017-07-11,Brome,41,2017,23,PVSAGE,23,77.7,1.0,6.34
loamy,,,2.0,2017-07-11,C3,41,2017,23,PVSAGE,23,77.7,17.0,47.2
loamy,,,2.0,2017-07-11,C4,41,2017,23,PVSAGE,23,77.7,5.0,23.66
loamy,,,2.0,2017-07-11,Forb,41,2017,23,PVSAGE,23,77.7,0.0,0.46
loamy,,,2.0,2017-07-11,SD,41,2017,23,PVSAGE,23,77.7,0.0,
loamy,,,2.0,2017-07-11,Subshrub,41,2017,23,PVSAGE,23,77.7,,
loamy,,,2.0,2017-07-11,Total,41,2017,23,PVSAGE,23,77.7,23.0,77.7
loamy,,,2.0,2017-07-11,VUOC,41,2017,23,PVSAGE,23,77.7,0.0,0.04
loamy,,,2.0,2018-07-24,AnnGrass,42,2018,23,PVSAGE,23,145.6,1.0,13.3
loamy,,,2.0,2018-07-24,Brome,42,2018,23,PVSAGE,23,145.6,1.0,11.6
loamy,,,2.0,2018-07-24,C3,42,2018,23,PVSAGE,23,145.6,1.0,36.1
loamy,,,2.0,2018-07-24,C4,42,2018,23,PVSAGE,23,145.6,10.0,33.8
loamy,,,2.0,2018-07-24,Forb,42,2018,23,PVSAGE,23,145.6,11.0,44.0
loamy,,,2.0,2018-07-24,SD,42,2018,23,PVSAGE,23,145.6,0.0,18.4
loamy,,,2.0,2018-07-24,Subshrub,42,2018,23,PVSAGE,23,145.6,,
loamy,,,2.0,2018-07-24,Total,42,2018,23,PVSAGE,23,145.6,23.0,145.6
loamy,,,2.0,2018-07-24,VUOC,42,2018,23,PVSAGE,23,145.6,0.0,1.7
loamy,,,2.0,2019-07-23,AnnGrass,43,2019,44,PVSAGE,44,107.5,21.0,48.4
loamy,,,2.0,2019-07-23,Brome,43,2019,44,PVSAGE,44,107.5,20.0,46.3
loamy,,,2.0,2019-07-23,C3,43,2019,44,PVSAGE,44,107.5,3.0,12.1
loamy,,,2.0,2019-07-23,C4,43,2019,44,PVSAGE,44,107.5,20.0,38.3
loamy,,,2.0,2019-07-23,Forb,43,2019,44,PVSAGE,44,107.5,0.0,6.2
loamy,,,2.0,2019-07-23,SD,43,2019,44,PVSAGE,44,107.5,0.0,2.5
loamy,,,2.0,2019-07-23,Subshrub,43,2019,44,PVSAGE,44,107.5,,
loamy,,,2.0,2019-07-23,Total,43,2019,44,PVSAGE,44,107.5,44.0,107.5
loamy,,,2.0,2019-07-23,VUOC,43,2019,44,PVSAGE,44,107.5,1.0,2.1
loamy,,,2.0,2020-07-23,AnnGrass,44,2020,18,PVSAGE,18,75.76,3.0,9.28
loamy,,,2.0,2020-07-23,Brome,44,2020,18,PVSAGE,18,75.76,3.0,8.94
loamy,,,2.0,2020-07-23,C3,44,2020,18,PVSAGE,18,75.76,3.0,19.5
loamy,,,2.0,2020-07-23,C4,44,2020,18,PVSAGE,18,75.76,0.0,3.32
loamy,,,2.0,2020-07-23,Forb,44,2020,18,PVSAGE,18,75.76,0.0,0.6
loamy,,,2.0,2020-07-23,SD,44,2020,18,PVSAGE,18,75.76,12.0,43.06
loamy,,,2.0,2020-07-23,Subshrub,44,2020,18,PVSAGE,18,75.76,,
loamy,,,2.0,2020-07-23,Total,44,2020,18,PVSAGE,18,75.76,18.0,75.76
loamy,,,2.0,2020-07-23,VUOC,44,2020,18,PVSAGE,18,75.76,0.0,0.34
loamy,,,2.0,2021-07-26,AnnGrass,45,2021,17,PVSAGE,17,55.72,5.0,7.239999999999999
loamy,,,2.0,2021-07-26,Brome,45,2021,17,PVSAGE,17,55.72,5.0,7.14
loamy,,,2.0,2021-07-26,C3,45,2021,17,PVSAGE,17,55.72,7.0,35.98
loamy,,,2.0,2021-07-26,C4,45,2021,17,PVSAGE,17,55.72,4.0,4.54
loamy,,,2.0,2021-07-26,Forb,45,2021,17,PVSAGE,17,55.72,1.0,4.46
loamy,,,2.0,2021-07-26,SD,45,2021,17,PVSAGE,17,55.72,0.0,3.5
loamy,,,2.0,2021-07-26,Subshrub,45,2021,17,PVSAGE,17,55.72,,
loamy,,,2.0,2021-07-26,Total,45,2021,17,PVSAGE,17,55.72,17.0,72.97999999999999
loamy,,,2.0,2021-07-26,VUOC,45,2021,17,PVSAGE,17,55.72,0.0,0.1
loamy,,,3.0,2017-07-11,AnnGrass,46,2017,22,PVSAGE,22,50.814600000000006,0.0,0.3746
loamy,,,3.0,2017-07-11,Brome,46,2017,22,PVSAGE,22,50.814600000000006,0.0,0.36
loamy,,,3.0,2017-07-11,C3,46,2017,22,PVSAGE,22,50.814600000000006,18.0,27.6
loamy,,,3.0,2017-07-11,C4,46,2017,22,PVSAGE,22,50.814600000000006,4.0,22.42
loamy,,,3.0,2017-07-11,Forb,46,2017,22,PVSAGE,22,50.814600000000006,0.0,0.42
loamy,,,3.0,2017-07-11,SD,46,2017,22,PVSAGE,22,50.814600000000006,0.0,
loamy,,,3.0,2017-07-11,Subshrub,46,2017,22,PVSAGE,22,50.814600000000006,,
loamy,,,3.0,2017-07-11,Total,46,2017,22,PVSAGE,22,50.814600000000006,22.0,50.814600000000006
loamy,,,3.0,2017-07-11,VUOC,46,2017,22,PVSAGE,22,50.814600000000006,0.0,0.0146
loamy,,,3.0,2018-07-24,AnnGrass,47,2018,31,PVSAGE,32,92.4,9.0,22.2
loamy,,,3.0,2018-07-24,Brome,47,2018,31,PVSAGE,32,92.4,7.0,21.0
loamy,,,3.0,2018-07-24,C3,47,2018,31,PVSAGE,32,92.4,3.0,32.3
loamy,,,3.0,2018-07-24,C4,47,2018,31,PVSAGE,32,92.4,4.0,21.2
loamy,,,3.0,2018-07-24,Forb,47,2018,31,PVSAGE,32,92.4,15.0,10.0
loamy,,,3.0,2018-07-24,SD,47,2018,31,PVSAGE,32,92.4,0.0,6.7
loamy,,,3.0,2018-07-24,Subshrub,47,2018,31,PVSAGE,32,92.4,,
loamy,,,3.0,2018-07-24,Total,47,2018,31,PVSAGE,32,92.4,31.0,92.4
loamy,,,3.0,2018-07-24,VUOC,47,2018,31,PVSAGE,32,92.4,2.0,1.2
loamy,,,3.0,2019-07-23,AnnGrass,48,2019,22,PVSAGE,22,138.98,7.0,16.3
loamy,,,3.0,2019-07-23,Brome,48,2019,22,PVSAGE,22,138.98,7.0,13.8
loamy,,,3.0,2019-07-23,C3,48,2019,22,PVSAGE,22,138.98,4.0,69.4
loamy,,,3.0,2019-07-23,C4,48,2019,22,PVSAGE,22,138.98,8.0,40.48
loamy,,,3.0,2019-07-23,Forb,48,2019,22,PVSAGE,22,138.98,3.0,2.7
loamy,,,3.0,2019-07-23,SD,48,2019,22,PVSAGE,22,138.98,0.0,10.1
loamy,,,3.0,2019-07-23,Subshrub,48,2019,22,PVSAGE,22,138.98,,
loamy,,,3.0,2019-07-23,Total,48,2019,22,PVSAGE,22,138.98,22.0,138.98
loamy,,,3.0,2019-07-23,VUOC,48,2019,22,PVSAGE,22,138.98,0.0,2.5
loamy,,,3.0,2020-07-27,AnnGrass,49,2020,13,PVSAGE,13,105.3514,3.0,21.7914
loamy,,,3.0,2020-07-27,Brome,49,2020,13,PVSAGE,13,105.3514,3.0,21.68
loamy,,,3.0,2020-07-27,C3,49,2020,13,PVSAGE,13,105.3514,1.0,35.98
loamy,,,3.0,2020-07-27,C4,49,2020,13,PVSAGE,13,105.3514,6.0,16.7
loamy,,,3.0,2020-07-27,Forb,49,2020,13,PVSAGE,13,105.3514,0.0,1.32
loamy,,,3.0,2020-07-27,SD,49,2020,13,PVSAGE,13,105.3514,3.0,29.56
loamy,,,3.0,2020-07-27,Subshrub,49,2020,13,PVSAGE,13,105.3514,,
loamy,,,3.0,2020-07-27,Total,49,2020,13,PVSAGE,13,105.3514,13.0,105.3514
loamy,,,3.0,2020-07-27,VUOC,49,2020,13,PVSAGE,13,105.3514,0.0,0.1114
loamy,,,3.0,2021-07-26,AnnGrass,50,2021,11,PVSAGE,11,48.279999999999994,3.0,12.42
loamy,,,3.0,2021-07-26,Brome,50,2021,11,PVSAGE,11,48.279999999999994,3.0,12.3
loamy,,,3.0,2021-07-26,C3,50,2021,11,PVSAGE,11,48.279999999999994,6.0,26.38
loamy,,,3.0,2021-07-26,C4,50,2021,11,PVSAGE,11,48.279999999999994,0.0,1.46
loamy,,,3.0,2021-07-26,Forb,50,2021,11,PVSAGE,11,48.279999999999994,2.0,6.8
loamy,,,3.0,2021-07-26,SD,50,2021,11,PVSAGE,11,48.279999999999994,0.0,1.22
loamy,,,3.0,2021-07-26,Subshrub,50,2021,11,PVSAGE,11,48.279999999999994,,
loamy,,,3.0,2021-07-26,Total,50,2021,11,PVSAGE,11,48.279999999999994,11.0,48.28
loamy,,,3.0,2021-07-26,VUOC,50,2021,11,PVSAGE,11,48.279999999999994,0.0,0.12
loamy,,,4.0,2017-07-11,AnnGrass,51,2017,15,PVSAGE,28,63.34,3.0,12.14
loamy,,,4.0,2017-07-11,Brome,51,2017,15,PVSAGE,28,63.34,3.0,12.14
loamy,,,4.0,2017-07-11,C3,51,2017,15,PVSAGE,28,63.34,12.0,44.48
loamy,,,4.0,2017-07-11,C4,51,2017,15,PVSAGE,28,63.34,0.0,6.66
loamy,,,4.0,2017-07-11,Forb,51,2017,15,PVSAGE,28,63.34,0.0,0.06
loamy,,,4.0,2017-07-11,SD,51,2017,15,PVSAGE,28,63.34,0.0,
loamy,,,4.0,2017-07-11,Subshrub,51,2017,15,PVSAGE,28,63.34,,
loamy,,,4.0,2017-07-11,Total,51,2017,15,PVSAGE,28,63.34,15.0,63.34
loamy,,,4.0,2017-07-11,VUOC,51,2017,15,PVSAGE,28,63.34,0.0,0.0
loamy,,,4.0,2018-07-24,AnnGrass,52,2018,47,PVSAGE,47,158.1,1.0,20.5
loamy,,,4.0,2018-07-24,Brome,52,2018,47,PVSAGE,47,158.1,1.0,20.5
loamy,,,4.0,2018-07-24,C3,52,2018,47,PVSAGE,47,158.1,40.0,86.9
loamy,,,4.0,2018-07-24,C4,52,2018,47,PVSAGE,47,158.1,6.0,33.3
loamy,,,4.0,2018-07-24,Forb,52,2018,47,PVSAGE,47,158.1,0.0,4.0
loamy,,,4.0,2018-07-24,SD,52,2018,47,PVSAGE,47,158.1,0.0,13.4
loamy,,,4.0,2018-07-24,Subshrub,52,2018,47,PVSAGE,47,158.1,,
loamy,,,4.0,2018-07-24,Total,52,2018,47,PVSAGE,47,158.1,47.0,158.1
loamy,,,4.0,2018-07-24,VUOC,52,2018,47,PVSAGE,47,158.1,0.0,0.0
loamy,,,4.0,2019-07-23,AnnGrass,53,2019,19,PVSAGE,19,132.9,6.0,26.0
loamy,,,4.0,2019-07-23,Brome,53,2019,19,PVSAGE,19,132.9,5.0,25.3
loamy,,,4.0,2019-07-23,C3,53,2019,19,PVSAGE,19,132.9,6.0,84.7
loamy,,,4.0,2019-07-23,C4,53,2019,19,PVSAGE,19,132.9,4.0,16.6
loamy,,,4.0,2019-07-23,Forb,53,2019,19,PVSAGE,19,132.9,3.0,5.6
loamy,,,4.0,2019-07-23,SD,53,2019,19,PVSAGE,19,132.9,0.0,0.0
loamy,,,4.0,2019-07-23,Subshrub,53,2019,19,PVSAGE,19,132.9,,
loamy,,,4.0,2019-07-23,Total,53,2019,19,PVSAGE,19,132.9,19.0,132.89999999999998
loamy,,,4.0,2019-07-23,VUOC,53,2019,19,PVSAGE,19,132.9,1.0,0.7
loamy,,,4.0,2020-07-27,AnnGrass,54,2020,23,PVSAGE,23,101.8374,10.0,
loamy,,,4.0,2020-07-27,Brome,54,2020,23,PVSAGE,23,101.8374,10.0,31.38
loamy,,,4.0,2020-07-27,C3,54,2020,23,PVSAGE,23,101.8374,1.0,29.32
loamy,,,4.0,2020-07-27,C4,54,2020,23,PVSAGE,23,101.8374,3.0,13.58
loamy,,,4.0,2020-07-27,Forb,54,2020,23,PVSAGE,23,101.8374,0.0,0.0774
loamy,,,4.0,2020-07-27,SD,54,2020,23,PVSAGE,23,101.8374,9.0,27.48
loamy,,,4.0,2020-07-27,Subshrub,54,2020,23,PVSAGE,23,101.8374,,
loamy,,,4.0,2020-07-27,Total,54,2020,23,PVSAGE,23,101.8374,23.0,99.8374
loamy,,,4.0,2020-07-27,VUOC,54,2020,23,PVSAGE,23,101.8374,0.0,
loamy,,,4.0,2021-07-26,AnnGrass,55,2021,14,PVSAGE,14,39.08,3.0,10.04
loamy,,,4.0,2021-07-26,Brome,55,2021,14,PVSAGE,14,39.08,3.0,10.04
loamy,,,4.0,2021-07-26,C3,55,2021,14,PVSAGE,14,39.08,7.0,24.94
loamy,,,4.0,2021-07-26,C4,55,2021,14,PVSAGE,14,39.08,3.0,2.18
loamy,,,4.0,2021-07-26,Forb,55,2021,14,PVSAGE,14,39.08,1.0,0.98
loamy,,,4.0,2021-07-26,SD,55,2021,14,PVSAGE,14,39.08,0.0,0.94
loamy,,,4.0,2021-07-26,Subshrub,55,2021,14,PVSAGE,14,39.08,,
loamy,,,4.0,2021-07-26,Total,55,2021,14,PVSAGE,14,39.08,14.0,39.080000000000005
loamy,,,4.0,2021-07-26,VUOC,55,2021,14,PVSAGE,14,39.08,0.0,0.0
loamy,,,5.0,2017-07-11,AnnGrass,56,2017,24,PVSAGE,24,68.28,0.0,5.66
loamy,,,5.0,2017-07-11,Brome,56,2017,24,PVSAGE,24,68.28,0.0,5.66
loamy,,,5.0,2017-07-11,C3,56,2017,24,PVSAGE,24,68.28,16.0,35.26
loamy,,,5.0,2017-07-11,C4,56,2017,24,PVSAGE,24,68.28,8.0,23.64
loamy,,,5.0,2017-07-11,Forb,56,2017,24,PVSAGE,24,68.28,0.0,3.72
loamy,,,5.0,2017-07-11,SD,56,2017,24,PVSAGE,24,68.28,0.0,
loamy,,,5.0,2017-07-11,Subshrub,56,2017,24,PVSAGE,24,68.28,,
loamy,,,5.0,2017-07-11,Total,56,2017,24,PVSAGE,24,68.28,24.0,68.28
loamy,,,5.0,2017-07-11,VUOC,56,2017,24,PVSAGE,24,68.28,0.0,0.0
loamy,,,5.0,2018-07-24,AnnGrass,57,2018,22,PVSAGE,24,119.7,13.0,34.5
loamy,,,5.0,2018-07-24,Brome,57,2018,22,PVSAGE,24,119.7,13.0,34.3
loamy,,,5.0,2018-07-24,C3,57,2018,22,PVSAGE,24,119.7,5.0,53.8
loamy,,,5.0,2018-07-24,C4,57,2018,22,PVSAGE,24,119.7,4.0,20.1
loamy,,,5.0,2018-07-24,Forb,57,2018,22,PVSAGE,24,119.7,0.0,5.2
loamy,,,5.0,2018-07-24,SD,57,2018,22,PVSAGE,24,119.7,0.0,6.1
loamy,,,5.0,2018-07-24,Subshrub,57,2018,22,PVSAGE,24,119.7,,
loamy,,,5.0,2018-07-24,Total,57,2018,22,PVSAGE,24,119.7,22.0,119.7
loamy,,,5.0,2018-07-24,VUOC,57,2018,22,PVSAGE,24,119.7,0.0,0.2
loamy,,,5.0,2019-07-23,AnnGrass,58,2019,24,PVSAGE,24,82.0,8.0,5.4
loamy,,,5.0,2019-07-23,Brome,58,2019,24,PVSAGE,24,82.0,5.0,4.3
loamy,,,5.0,2019-07-23,C3,58,2019,24,PVSAGE,24,82.0,8.0,60.0
loamy,,,5.0,2019-07-23,C4,58,2019,24,PVSAGE,24,82.0,4.0,10.0
loamy,,,5.0,2019-07-23,Forb,58,2019,24,PVSAGE,24,82.0,4.0,5.9
loamy,,,5.0,2019-07-23,SD,58,2019,24,PVSAGE,24,82.0,0.0,0.7
loamy,,,5.0,2019-07-23,Subshrub,58,2019,24,PVSAGE,24,82.0,,
loamy,,,5.0,2019-07-23,Total,58,2019,24,PVSAGE,24,82.0,24.0,82.0
loamy,,,5.0,2019-07-23,VUOC,58,2019,24,PVSAGE,24,82.0,3.0,1.1
loamy,,,5.0,2020-07-27,AnnGrass,59,2020,15,PVSAGE,15,61.54780000000001,0.0,3.62
loamy,,,5.0,2020-07-27,Brome,59,2020,15,PVSAGE,15,61.54780000000001,0.0,3.24
loamy,,,5.0,2020-07-27,C3,59,2020,15,PVSAGE,15,61.54780000000001,7.0,27.1
loamy,,,5.0,2020-07-27,C4,59,2020,15,PVSAGE,15,61.54780000000001,0.0,4.58
loamy,,,5.0,2020-07-27,Forb,59,2020,15,PVSAGE,15,61.54780000000001,0.0,0.3678
loamy,,,5.0,2020-07-27,SD,59,2020,15,PVSAGE,15,61.54780000000001,8.0,25.88
loamy,,,5.0,2020-07-27,Subshrub,59,2020,15,PVSAGE,15,61.54780000000001,,
loamy,,,5.0,2020-07-27,Total,59,2020,15,PVSAGE,15,61.54780000000001,15.0,61.5478
loamy,,,5.0,2020-07-27,VUOC,59,2020,15,PVSAGE,15,61.54780000000001,0.0,0.38
loamy,,,5.0,2021-07-26,AnnGrass,60,2021,15,PVSAGE,15,31.66,2.0,5.28
loamy,,,5.0,2021-07-26,Brome,60,2021,15,PVSAGE,15,31.66,2.0,5.28
loamy,,,5.0,2021-07-26,C3,60,2021,15,PVSAGE,15,31.66,8.0,21.24
loamy,,,5.0,2021-07-26,C4,60,2021,15,PVSAGE,15,31.66,3.0,2.0
loamy,,,5.0,2021-07-26,Forb,60,2021,15,PVSAGE,15,31.66,2.0,2.26
loamy,,,5.0,2021-07-26,SD,60,2021,15,PVSAGE,15,31.66,0.0,0.88
loamy,,,5.0,2021-07-26,Subshrub,60,2021,15,PVSAGE,15,31.66,,
loamy,,,5.0,2021-07-26,Total,60,2021,15,PVSAGE,15,31.66,15.0,31.66
loamy,,,5.0,2021-07-26,VUOC,60,2021,15,PVSAGE,15,31.66,0.0,0.0
loamy,,,6.0,2017-07-11,AnnGrass,61,2017,22,PVSAGE,22,46.576800000000006,2.0,1.5568
