Year,Month,Date,Block,Paddock,Plot,Direction,Location,Rep Notes,Ht Hi original,Ht Lo original,Check,Same,Height Hi,Height Lo,Species Lo,Notes,Pole notes,,,,,,,,,,,
2020,7,3,1,3,12,,12SW,,28,5,5,TRUE,29,6,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,13,,13NE,,23,3,3,TRUE,24,4,HECO/BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,13,,13SW,,14,4,4,TRUE,15,5,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,14,,14NE,,14,4,4,TRUE,15,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,14,,14SW,,16,10,10,TRUE,17,11,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,15,,15NE,,21,8,8,TRUE,22,9,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,15,,15SW,,15,6,6,TRUE,16,7,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,16,,16NE,,12,4,4,TRUE,13,5,PASM/BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,16,,16SW,,8,3,3,TRUE,9,4,PASM/KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,17,,17NE,,14,4,4,TRUE,15,5,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,17,,17SW,,14,7,7,TRUE,15,8,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,18,,18NE,,9,2,2,TRUE,10,3,BOGR/BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,3,1,1,18,,18SW,,21,6,6,TRUE,22,7,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,1,,1NE,,5,2,2,TRUE,6,3,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,1,,1SW,,22,5,5,TRUE,23,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,2,,2NE,,10,2,2,TRUE,11,3,HECO/ARFR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,2,,2SW,,17,6,6,TRUE,18,7,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,3,,3NE,,18,5,5,TRUE,19,6,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,3,,3SW,,12,4,4,TRUE,13,5,MAPI,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,4,,4NE,,22,10,10,TRUE,23,11,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,4,,4SW,,30,5,5,TRUE,31,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,5,,5NE,,12,2,2,TRUE,13,3,PASM/VUOC,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,5,,5SW,,16,7,7,TRUE,17,8,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,6,,6NE,,24,4,4,TRUE,25,5,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,2,6,,6SW,,14,7,7,TRUE,15,8,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,7,,7NE,,4,1,1,TRUE,5,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,7,,7SW,,14,4,4,TRUE,15,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,8,,8NE,,8,2,2,TRUE,9,3,ARFR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,8,,8SW,,12,2,2,TRUE,13,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,9,,9NE,,2,1,1,TRUE,3,2,ARFR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,9,,9SW,,16,5,5,TRUE,17,6,ARFR/BRAR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,10,,10NE,,18,3,3,TRUE,19,4,KOMA/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,10,,10SW,,14,4,4,TRUE,15,5,CAFI/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,11,,11NE,,14,1,1,TRUE,15,2,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,11,,11SW,,14,5,5,TRUE,15,6,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,12,,12NE,,3,1,1,TRUE,4,2,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,3,12,,12SW,,26,5,5,TRUE,27,6,POSE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,13,,13NE,,12,3,3,TRUE,13,4,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,13,,13SW,,10,5,5,TRUE,11,6,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,14,,14NE,,18,4,4,TRUE,19,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,14,,14SW,,17,6,6,TRUE,18,7,PASM/BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,15,,15NE,,17,5,5,TRUE,18,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,15,,15SW,,19,6,6,TRUE,20,7,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,16,,16NE,,14,2,2,TRUE,15,3,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,16,,16SW,,11,1,1,TRUE,12,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,17,,17NE,,13,2,2,TRUE,14,3,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,17,,17SW,,18,3,3,TRUE,19,4,BRTE/PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,18,,18NE,,9,1,1,TRUE,10,2,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,4,1,1,18,,18SW,,20,4,4,TRUE,21,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,1,,1NE,,5,2,2,TRUE,6,3,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,1,,1SW,,18,3,3,TRUE,19,4,HECO/BRAR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,2,,2NE,,12,2,2,TRUE,13,3,ARFR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,2,,2SW,,14,2,2,TRUE,15,3,PASM/VUOC,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,3,,3NE,,18,4,4,TRUE,19,5,HECO/KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,3,,3SW,,8,2,2,TRUE,9,3,MAPI,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,4,,4NE,,21,5,5,TRUE,22,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,4,,4SW,,37,8,8,TRUE,38,9,BRTE/POSE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,5,,5NE,,8,3,3,TRUE,9,4,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,5,,5SW,,17,7,7,TRUE,18,8,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,6,,6NE,,11,3,3,TRUE,12,4,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,2,6,,6SW,,10,5,5,TRUE,11,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,7,,7NE,,9,2,2,TRUE,10,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,7,,7SW,,14,5,5,TRUE,15,6,CAFI,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,8,,8NE,,4,2,2,TRUE,5,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,8,,8SW,,1,1,1,TRUE,2,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,9,,9NE,,12,1,1,TRUE,13,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,9,,9SW,,17,7,7,TRUE,18,8,ARFR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,10,,10NE,,5,2,2,TRUE,6,3,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,10,,10SW,,4,2,2,TRUE,5,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,11,,11NE,,5,1,1,TRUE,6,2,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,11,,11SW,,15,7,7,TRUE,16,8,BRAR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,12,,12NE,,3,1,1,TRUE,4,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,3,12,,12SW,,14,4,4,TRUE,15,5,POSE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,13,,13NE,,12,3,3,TRUE,13,4,BRAR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,13,,13SW,,11,2,2,TRUE,12,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,14,,14NE,,18,5,5,TRUE,19,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,14,,14SW,,7,3,3,TRUE,8,4,PASM/BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,15,,15NE,,15,5,5,TRUE,16,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,15,,15SW,,23,6,6,TRUE,24,7,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,16,,16NE,,30,2,2,TRUE,31,3,PASM/BRAR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,16,,16SW,,20,2,2,TRUE,21,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,17,,17NE,,10,4,4,TRUE,11,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,17,,17SW,,16,2,2,TRUE,17,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,18,,18NE,,1,1,1,TRUE,2,2,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,5,1,1,18,,18SW,,19,4,4,TRUE,20,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,1,NE,1NE,,12,1,1,TRUE,13,2,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,1,SW,1SW,,8,2,2,TRUE,9,3,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,2,NE,2NE,,4,2,2,TRUE,5,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,2,SW,2SW,,20,2,2,TRUE,21,3,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,3,NE,3NE,,16,4,4,TRUE,17,5,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,3,SW,3SW,,10,2,2,TRUE,11,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,4,NE,4NE,,14,4,4,TRUE,15,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,4,SW,4SW,,20,4,4,TRUE,21,5,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,5,NE,5NE,,6,1,1,TRUE,7,2,VUOC,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,5,SW,5SW,,28,5,5,TRUE,29,6,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,6,NE,6NE,,6,3,3,TRUE,7,4,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,2,6,SW,6SW,,18,1,1,TRUE,19,2,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,7,NE,7NE,,6,1,1,TRUE,7,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,7,SW,7SW,,20,5,5,TRUE,21,6,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,8,NE,8NE,,8,2,2,TRUE,9,3,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,8,SW,8SW,,2,1,1,TRUE,3,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,9,NE,9NE,,3,1,1,TRUE,4,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,9,SW,9SW,,5,1,1,TRUE,6,2,CAFI,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,10,NE,10NE,,6,2,2,TRUE,7,3,CAFI,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,10,SW,10SW,,4,1,1,TRUE,5,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,11,NE,11NE,,12,4,4,TRUE,13,5,POSE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,11,SW,11SW,,23,7,7,TRUE,24,8,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,12,NE,12NE,,8,1,1,TRUE,9,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,3,12,SW,12SW,,20,3,3,TRUE,21,4,POSE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,13,NE,13NE,,10,3,3,TRUE,11,4,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,13,SW,13SW,,37,1,1,TRUE,38,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,14,NE,14NE,,12,2,2,TRUE,13,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,14,SW,14SW,,12,3,3,TRUE,13,4,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,15,NE,15NE,,18,4,4,TRUE,19,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,15,SW,15SW,,16,2,2,TRUE,17,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,16,NE,16NE,,18,2,2,TRUE,19,3,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,16,SW,16SW,,25,1,1,TRUE,26,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,17,NE,17NE,,17,4,4,TRUE,18,5,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,17,SW,17SW,,6,1,1,TRUE,7,2,KOMA,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,18,NE,18NE,,6,1,1,TRUE,7,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,6,1,1,18,SW,18SW,,24,3,3,TRUE,25,4,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,1,NE,1NE,,15,1,1,TRUE,16,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,1,SW,1SW,,22,3,3,TRUE,23,4,POSE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,2,NE,2NE,,4,1,1,TRUE,5,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,2,SW,2SW,,10,3,3,TRUE,11,4,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,3,NE,3NE,,10,3,3,TRUE,11,4,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,3,SW,3SW,,12,1,1,TRUE,13,2,BOGR,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,4,NE,4NE,,14,1,1,TRUE,15,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,4,SW,4SW,,18,3,3,TRUE,19,4,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,5,NE,5NE,,12,1,1,TRUE,13,2,VUOC,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,5,SW,5SW,,14,4,4,TRUE,15,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,6,NE,6NE,,4,1,1,TRUE,5,2,HECO,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,2,6,SW,6SW,,10,1,1,TRUE,11,2,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,13,NE,13NE,,14,1,1,TRUE,15,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,13,SW,13SW,,38,2,2,TRUE,39,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,14,NE,14NE,,15,2,2,TRUE,16,3,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,14,SW,14SW,,5,2,2,TRUE,6,3,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,15,NE,15NE,,22,4,4,TRUE,23,5,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,15,SW,15SW,,11,1,1,TRUE,12,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,16,NE,16NE,,4,1,1,TRUE,5,2,PASM,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
2020,7,7,1,1,16,SW,16SW,,14,1,1,TRUE,15,2,BRTE,grazing,"Robel pole started at -1cm so 1cm was added to both high and low values. Original values retained in columns labeled with ""original""",,,,,,,,,,,
