PRISM Time Series Data
Location:  Lat: 43.2929   Lon: -105.1229   Elev: 4783ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 1981-01-01 - 2022-09-01
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2023-Mar-14
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
1990-09-24,0.00,37.6,58.0,78.5,27.7,2.58,28.80
1990-09-25,0.00,46.5,64.8,83.1,32.7,5.33,32.68
1990-09-26,0.00,50.0,67.6,85.3,35.6,6.04,35.15
1990-09-27,0.00,45.3,61.9,78.5,38.3,2.98,24.96
1990-09-28,0.00,40.3,56.0,71.7,36.2,1.94,18.38
1990-09-29,0.00,37.8,52.3,66.8,36.9,0.78,14.84
1990-09-30,0.00,37.0,51.5,66.0,37.4,0.83,14.63
1990-10-01,0.00,39.8,56.7,73.6,31.4,1.79,22.73
1990-10-02,0.00,43.3,62.9,82.5,30.0,4.23,32.80
1990-10-03,0.04,30.8,48.5,66.1,29.3,1.17,15.73
1990-10-04,0.00,32.9,45.8,58.8,21.7,2.24,13.92
1990-10-05,0.00,47.2,62.7,78.2,28.2,5.76,27.67
1990-10-06,0.00,33.2,57.5,81.7,27.3,1.26,32.12
1990-10-07,0.11,26.4,34.4,42.4,28.0,0.08,3.77
1990-10-08,0.23,23.2,28.8,34.4,25.5,0.15,1.82
1990-10-09,0.00,21.5,32.1,42.7,22.5,0.19,5.16
1990-10-10,0.00,25.4,40.1,54.7,23.6,1.10,10.44
1990-10-11,0.07,31.6,50.2,68.8,27.9,0.53,19.60
1990-10-12,0.02,24.1,34.9,45.7,26.1,0.17,5.75
1990-10-13,0.00,28.0,45.5,63.0,18.5,1.44,16.74
1990-10-14,0.02,29.9,40.7,51.6,26.2,0.76,7.88
1990-10-15,0.00,29.9,39.5,49.1,21.7,1.10,8.34
1990-10-16,0.00,31.2,44.7,58.3,28.5,1.05,11.20
1990-10-17,0.00,28.9,45.6,62.2,30.2,0.39,13.76
1990-10-18,0.00,21.3,31.8,42.4,18.7,0.54,6.12
1990-10-19,0.00,29.9,47.4,64.9,22.5,2.43,17.30
1990-10-20,0.00,27.2,41.3,55.4,30.7,0.10,9.09
1990-10-21,0.00,20.2,31.4,42.6,19.6,0.49,6.08
1990-10-22,0.00,23.5,39.7,55.9,19.0,1.09,12.11
1990-10-23,0.00,26.5,42.9,59.3,27.8,0.75,12.00
1990-10-24,0.00,22.5,33.9,45.3,26.1,0.31,5.40
1990-10-25,0.00,24.9,42.6,60.3,25.3,0.68,13.52
1990-10-26,0.00,36.4,55.3,74.3,26.4,2.84,24.43
1990-10-27,0.00,26.9,50.6,74.4,24.6,1.60,24.22
1990-10-28,0.00,26.7,45.6,64.4,21.8,1.54,16.58
1990-10-29,0.00,36.9,57.7,78.4,21.4,4.09,29.53
1990-10-30,0.00,29.9,51.4,73.0,22.7,1.76,23.61
1990-10-31,0.00,34.6,53.2,71.7,22.5,2.76,22.37
1990-11-01,0.00,39.8,55.4,70.9,26.7,3.46,21.39
1990-11-02,0.19,28.1,42.1,56.1,30.4,0.17,10.28
1990-11-03,0.07,21.2,26.2,31.2,22.5,0.24,1.20
1990-11-04,0.00,14.7,24.9,35.1,17.5,0.22,3.19
1990-11-05,0.00,22.4,34.2,46.1,23.8,0.60,6.10
1990-11-06,0.25,16.0,26.8,37.6,25.0,0.14,2.01
1990-11-07,0.00,5.4,14.7,24.0,9.4,0.22,1.56
1990-11-08,0.00,8.8,21.6,34.3,10.6,0.55,3.63
1990-11-09,0.00,22.6,32.8,43.0,20.4,0.89,5.26
1990-11-10,0.00,27.3,39.6,51.9,25.7,1.58,7.80
1990-11-11,0.00,36.8,47.4,58.0,25.9,3.31,11.27
1990-11-12,0.00,35.6,50.0,64.4,22.0,3.33,16.56
1990-11-13,0.00,31.2,49.7,68.3,19.2,2.34,20.03
1990-11-14,0.00,37.2,52.0,66.7,18.8,4.33,21.15
1990-11-15,0.00,34.5,51.2,67.9,21.6,2.92,21.24
1990-11-16,0.00,19.4,35.0,50.6,19.6,0.81,8.29
1990-11-17,0.00,23.1,38.2,53.3,16.7,1.38,10.62
1990-11-18,0.00,29.8,44.4,58.9,21.3,1.79,13.26
1990-11-19,0.00,30.5,43.3,56.2,23.8,1.50,11.33
1990-11-20,0.00,30.9,45.0,59.0,26.9,1.31,12.24
1990-11-21,0.00,24.7,41.9,59.1,25.5,1.12,12.22
1990-11-22,0.00,22.2,32.8,43.5,11.0,1.52,7.36
1990-11-23,0.00,29.4,41.2,53.0,18.3,2.05,10.47
1990-11-24,0.00,34.5,46.4,58.2,13.4,3.46,13.64
1990-11-25,0.00,30.0,47.0,64.1,12.6,3.04,17.03
1990-11-26,0.01,24.8,43.9,62.9,8.0,2.14,17.89
1990-11-27,0.00,12.1,20.0,28.0,11.6,0.28,2.68
1990-11-28,0.00,12.6,21.8,30.9,9.5,0.46,3.48
1990-11-29,0.00,12.8,22.8,32.8,7.2,0.81,4.14
1990-11-30,0.00,24.2,37.2,50.1,10.6,2.28,9.67
1990-12-01,0.00,17.9,32.6,47.4,14.2,0.62,8.02
1990-12-02,0.00,14.0,23.4,32.8,10.4,0.69,3.72
1990-12-03,0.00,8.7,20.1,31.4,8.6,0.45,3.54
1990-12-04,0.00,12.1,24.0,35.9,7.9,0.89,4.95
1990-12-05,0.00,27.7,39.2,50.6,13.2,2.60,9.36
1990-12-06,0.00,12.8,27.0,41.1,11.1,0.51,6.26
1990-12-07,0.00,15.0,26.0,37.1,7.9,0.59,5.38
1990-12-08,0.00,21.7,37.2,52.7,11.1,1.82,10.74
1990-12-09,0.00,23.6,39.5,55.3,11.6,2.18,11.82
1990-12-10,0.00,30.1,45.7,61.3,17.3,2.65,14.43
1990-12-11,0.00,29.3,47.1,64.8,15.3,2.90,17.37
1990-12-12,0.01,25.4,42.2,58.9,17.6,0.82,13.67
1990-12-13,0.00,13.3,23.6,33.8,17.0,0.19,2.89
1990-12-14,0.02,17.6,26.7,35.9,19.3,0.29,3.15
1990-12-15,0.10,9.8,19.8,29.8,14.2,0.19,1.97
1990-12-16,0.00,8.5,20.3,32.1,3.7,0.62,4.16
1990-12-17,0.00,6.1,22.6,39.1,10.5,0.29,4.89
1990-12-18,0.00,8.3,20.1,32.0,10.2,0.51,3.47
1990-12-19,0.07,-12.5,12.4,37.3,5.4,0.24,3.47
1990-12-20,0.10,-22.5,-16.9,-11.3,-23.3,0.15,0.30
1990-12-21,0.00,-28.7,-23.6,-18.5,-32.5,0.14,0.27
1990-12-22,0.00,-35.3,-25.8,-16.2,-34.1,0.10,0.32
1990-12-23,0.00,-29.3,-14.9,-0.6,-25.6,0.13,0.73
1990-12-24,0.00,-3.6,5.0,13.5,-7.9,0.50,1.50
1990-12-25,0.00,-8.3,6.6,21.6,3.0,0.24,1.65
1990-12-26,0.00,-9.1,2.1,13.3,-3.0,0.20,1.24
1990-12-27,0.00,1.0,12.2,23.4,2.3,0.32,2.16
1990-12-28,0.00,1.3,16.3,31.2,6.0,0.44,3.33
1990-12-29,0.00,-25.0,-12.1,0.8,-17.7,0.11,0.47
1990-12-30,0.00,-28.5,-16.4,-4.3,-27.1,0.12,0.57
1990-12-31,0.00,-7.1,8.2,23.4,-6.3,0.52,2.57
1991-01-01,0.00,17.0,27.0,37.0,9.4,1.67,4.66
1991-01-02,0.00,1.3,18.9,36.4,4.5,0.37,4.29
1991-01-03,0.00,-2.4,8.5,19.4,0.4,0.17,1.51
1991-01-04,0.00,0.3,8.9,17.4,0.1,0.21,1.40
1991-01-05,0.00,-0.5,12.3,25.0,4.7,0.18,2.60
1991-01-06,0.00,-4.3,6.8,17.9,-0.1,0.15,1.45
1991-01-07,0.00,0.9,12.0,23.0,1.9,0.35,1.67
1991-01-08,0.00,9.9,24.4,38.8,10.9,0.43,4.66
1991-01-09,0.00,5.0,12.4,19.9,5.4,0.32,1.28
1991-01-10,0.00,10.9,24.8,38.8,9.5,0.64,4.97
1991-01-11,0.00,10.6,24.1,37.5,11.4,0.43,4.65
1991-01-12,0.00,14.3,27.4,40.4,15.1,0.63,5.25
1991-01-13,0.00,21.0,33.3,45.5,22.3,0.97,6.01
1991-01-14,0.00,26.8,37.3,47.8,22.1,1.05,7.36
1991-01-15,0.00,19.7,30.9,42.1,20.5,0.51,5.25
1991-01-16,0.00,20.8,30.1,39.5,23.2,0.20,4.09
1991-01-17,0.00,17.2,26.1,35.0,18.5,0.43,3.26
1991-01-18,0.00,18.9,28.7,38.4,18.2,0.56,4.27
1991-01-19,0.00,24.0,36.8,49.7,21.4,0.82,7.94
1991-01-20,0.03,11.0,20.8,30.6,13.6,0.33,2.04
1991-01-21,0.00,9.1,16.3,23.6,7.6,0.48,1.86
1991-01-22,0.00,11.0,20.6,30.1,8.8,0.65,3.39
1991-01-23,0.00,15.9,23.3,30.7,14.7,0.39,2.97
1991-01-24,0.00,0.2,11.5,22.8,6.5,0.23,1.95
1991-01-25,0.00,-5.1,10.0,25.1,6.5,0.20,1.95
1991-01-26,0.00,-7.6,5.7,19.0,-1.5,0.18,1.70
1991-01-27,0.00,-0.0,13.9,27.8,3.2,0.41,3.16
1991-01-28,0.00,8.2,19.4,30.5,9.4,0.46,3.44
1991-01-29,0.07,-17.1,-0.4,16.2,-2.7,0.14,1.05
1991-01-30,0.00,-10.7,2.9,16.5,-5.9,0.21,1.68
1991-01-31,0.00,5.6,18.8,32.1,3.5,0.80,3.89
1991-02-01,0.00,23.5,33.8,44.1,10.3,2.35,6.93
1991-02-02,0.00,25.8,38.5,51.2,13.9,2.30,9.29
1991-02-03,0.00,24.9,39.0,53.2,11.5,2.13,11.16
1991-02-04,0.00,22.9,37.0,51.1,18.9,1.09,9.03
1991-02-05,0.00,24.3,37.8,51.3,21.1,1.09,8.75
1991-02-06,0.00,25.7,41.1,56.5,21.2,1.10,11.50
1991-02-07,0.00,24.9,36.9,48.8,23.8,0.71,7.18
1991-02-08,0.00,25.8,40.8,55.9,21.4,1.12,10.67
1991-02-09,0.00,25.1,40.5,56.0,19.0,1.34,11.86
1991-02-10,0.00,24.8,38.8,52.8,21.5,0.98,9.71
1991-02-11,0.00,25.5,41.0,56.5,20.2,1.18,11.46
1991-02-12,0.00,27.5,42.9,58.4,16.5,2.10,13.60
1991-02-13,0.00,29.7,42.8,56.0,19.6,1.68,12.03
1991-02-14,0.00,26.4,34.7,43.0,21.2,0.75,5.47
1991-02-15,0.00,15.1,22.4,29.8,13.5,0.47,2.72
1991-02-16,0.00,24.9,40.3,55.7,24.1,1.05,10.18
1991-02-17,0.10,32.8,43.1,53.3,30.2,0.43,8.17
1991-02-18,0.36,24.8,30.8,36.8,25.3,0.25,1.91
1991-02-19,0.00,14.1,23.8,33.6,18.3,0.19,2.68
1991-02-20,0.00,17.5,30.1,42.7,21.0,0.68,4.99
1991-02-21,0.00,31.7,41.5,51.4,23.4,1.92,8.31
1991-02-22,0.00,24.9,38.5,52.0,22.2,0.90,8.73
1991-02-23,0.00,25.8,39.1,52.4,22.4,0.54,9.11
1991-02-24,0.00,20.7,29.5,38.2,17.0,0.40,4.67
1991-02-25,0.00,13.1,21.7,30.2,10.6,0.45,2.95
1991-02-26,0.00,14.7,24.4,34.1,16.8,0.31,3.04
1991-02-27,0.00,14.9,28.0,41.1,13.5,0.51,5.78
1991-02-28,0.00,20.0,32.2,44.4,16.6,0.68,6.42
1991-03-01,0.00,20.0,36.5,53.0,20.3,0.56,10.37
1991-03-02,0.00,8.0,14.6,21.2,11.4,0.21,0.85
1991-03-03,0.00,11.7,27.7,43.6,18.0,0.28,5.55
1991-03-04,0.00,35.9,45.2,54.6,21.1,2.96,11.27
1991-03-05,0.04,38.2,49.9,61.5,28.2,2.31,13.94
1991-03-06,0.00,17.5,33.7,50.0,22.3,0.18,7.72
1991-03-07,0.00,14.9,23.8,32.7,13.2,0.41,3.32
1991-03-08,0.00,19.4,29.1,38.8,11.9,0.75,5.84
1991-03-09,0.00,17.2,28.9,40.5,13.4,0.58,5.82
1991-03-10,0.00,25.6,41.6,57.6,7.3,2.37,14.16
1991-03-11,0.00,30.4,45.7,61.0,15.4,2.55,15.46
1991-03-12,0.18,21.1,39.4,57.7,23.9,0.28,11.89
1991-03-13,0.00,16.0,29.7,43.3,15.0,0.35,6.92
1991-03-14,0.00,20.1,33.5,46.8,16.3,0.56,7.76
1991-03-15,0.00,21.4,33.8,46.1,17.0,0.71,7.59
1991-03-16,0.00,23.7,30.6,37.4,23.0,0.33,3.02
1991-03-17,0.00,24.2,36.6,49.0,25.1,0.35,7.26
1991-03-18,0.00,25.6,38.6,51.6,23.4,0.41,8.60
1991-03-19,0.00,26.3,40.3,54.3,18.9,0.57,11.18
1991-03-20,0.00,30.2,45.4,60.6,23.9,1.09,13.61
1991-03-21,0.00,32.0,45.5,59.1,27.2,1.10,12.34
1991-03-22,0.23,31.1,38.7,46.3,30.4,0.28,4.89
1991-03-23,0.01,29.0,34.9,40.8,28.8,0.33,3.12
1991-03-24,0.00,29.6,41.6,53.5,23.2,1.39,9.69
1991-03-25,0.00,28.1,44.5,61.0,19.4,1.52,15.01
1991-03-26,0.00,29.6,47.0,64.4,19.9,1.42,17.52
1991-03-27,0.00,20.9,35.7,50.6,21.5,0.41,8.73
1991-03-28,0.00,19.4,30.8,42.2,16.6,0.48,5.99
1991-03-29,0.11,26.1,38.3,50.4,19.3,0.64,8.83
1991-03-30,0.00,19.9,28.5,37.0,23.9,0.13,2.84
1991-03-31,0.00,24.7,38.1,51.5,20.8,1.01,8.72
1991-04-01,0.00,31.6,47.0,62.4,22.8,2.18,14.97
1991-04-02,0.00,35.5,52.7,69.8,21.2,2.93,21.38
1991-04-03,0.00,35.5,52.7,69.9,27.0,1.73,20.80
1991-04-04,0.00,33.2,48.2,63.2,29.3,1.49,14.58
1991-04-05,0.00,39.2,55.3,71.4,26.6,3.13,21.48
1991-04-06,0.00,43.2,59.7,76.2,24.8,5.05,26.40
1991-04-07,0.00,36.5,56.1,75.8,25.9,1.95,26.29
1991-04-08,0.40,32.4,40.9,49.4,30.6,0.39,6.42
1991-04-09,0.00,28.0,37.6,47.2,23.8,0.55,7.30
1991-04-10,0.00,27.7,40.6,53.5,18.2,1.03,11.10
1991-04-11,0.44,28.7,39.2,49.7,26.5,0.28,7.78
1991-04-12,0.41,25.7,29.5,33.4,27.7,0.12,0.97
1991-04-13,0.03,16.5,23.4,30.2,22.0,0.00,1.17
1991-04-14,0.00,17.4,26.3,35.2,21.2,0.16,2.99
1991-04-15,0.00,22.1,30.7,39.3,24.0,0.30,3.79
1991-04-16,0.00,25.6,37.3,48.9,26.8,0.40,6.42
1991-04-17,0.00,29.6,38.4,47.2,30.6,0.36,4.64
1991-04-18,0.00,33.0,42.8,52.6,33.2,0.41,7.07
1991-04-19,0.41,30.9,37.0,43.1,33.3,0.19,2.45
1991-04-20,0.00,30.2,36.4,42.7,31.5,0.18,3.09
1991-04-21,0.06,31.0,43.6,56.1,33.6,0.24,9.75
1991-04-22,0.00,32.7,42.6,52.6,33.5,0.32,7.17
1991-04-23,0.00,29.9,44.7,59.5,27.4,0.83,12.22
1991-04-24,0.00,34.8,49.5,64.2,27.4,2.07,15.68
1991-04-25,0.00,38.6,53.0,67.5,31.6,1.75,17.94
1991-04-26,0.41,34.5,50.6,66.8,34.5,0.63,17.01
1991-04-27,0.05,30.6,36.3,42.1,27.8,0.55,3.74
1991-04-28,0.00,30.8,40.0,49.2,21.2,1.57,8.32
1991-04-29,0.00,30.2,39.5,48.8,26.5,0.62,7.37
1991-04-30,0.00,29.2,37.5,45.9,26.8,0.61,6.04
1991-05-01,0.00,24.5,35.8,47.0,22.3,0.64,7.20
1991-05-02,0.00,28.2,41.7,55.3,23.3,1.24,10.12
1991-05-03,0.22,28.1,35.5,43.0,25.2,0.31,4.50
1991-05-04,0.00,27.6,34.2,40.8,29.7,0.21,2.56
1991-05-05,0.00,26.3,35.2,44.2,27.5,0.34,4.76
1991-05-06,0.00,29.0,42.0,55.1,25.5,0.76,10.72
1991-05-07,0.00,41.2,51.9,62.6,34.4,1.31,12.94
1991-05-08,0.08,37.1,48.3,59.6,40.5,0.17,9.16
1991-05-09,0.00,44.6,61.7,78.8,38.1,1.65,26.52
1991-05-10,0.00,47.7,60.5,73.3,42.4,2.27,18.83
1991-05-11,0.27,47.4,56.1,64.9,45.4,0.78,7.94
1991-05-12,0.57,45.3,57.1,68.9,47.9,0.72,10.94
1991-05-13,0.00,42.6,52.4,62.3,30.2,2.16,13.69
1991-05-14,0.00,41.4,57.6,73.7,30.3,2.66,22.83
1991-05-15,0.16,47.4,61.7,75.9,41.8,1.02,21.36
1991-05-16,0.79,43.9,50.3,56.8,45.4,0.33,3.61
1991-05-17,0.54,44.0,48.4,52.8,43.2,0.66,4.33
1991-05-18,0.08,45.0,51.2,57.4,45.8,0.37,4.37
1991-05-19,0.00,47.4,54.0,60.6,49.5,0.61,4.68
1991-05-20,0.26,53.6,67.2,80.8,49.8,1.17,24.88
1991-05-21,0.00,49.5,64.9,80.4,45.8,1.98,25.20
1991-05-22,0.00,51.0,65.6,80.2,48.3,1.15,24.05
1991-05-23,0.83,48.4,54.7,61.0,48.5,0.93,6.59
1991-05-24,0.19,47.7,59.1,70.4,47.5,0.71,14.10
1991-05-25,0.00,47.0,57.2,67.4,47.0,0.65,12.33
1991-05-26,0.08,48.7,61.5,74.3,48.1,1.00,15.45
1991-05-27,0.36,42.5,54.3,66.1,45.2,0.23,9.99
1991-05-28,0.86,40.7,49.8,59.0,46.4,0.00,4.51
1991-05-29,0.00,41.4,54.0,66.5,45.2,0.35,10.92
1991-05-30,0.00,43.5,57.4,71.3,42.7,1.05,16.45
1991-05-31,0.03,45.1,58.5,71.9,44.2,0.96,15.94
1991-06-01,0.32,48.8,57.0,65.1,50.1,0.74,8.75
1991-06-02,0.14,50.7,58.4,66.0,52.0,0.56,8.09
1991-06-03,0.29,49.5,59.8,70.1,51.6,0.51,12.37
1991-06-04,0.20,49.2,59.6,70.1,49.7,0.53,12.39
1991-06-05,0.07,46.8,57.1,67.3,51.4,0.02,9.94
1991-06-06,0.07,51.9,63.8,75.7,53.3,0.74,16.26
1991-06-07,0.02,52.3,60.3,68.2,54.3,0.66,8.48
1991-06-08,0.03,48.7,59.3,70.0,51.3,0.37,12.14
1991-06-09,0.00,49.7,64.5,79.3,49.0,1.62,24.21
1991-06-10,0.00,49.2,62.4,75.6,49.4,0.90,17.86
1991-06-11,0.00,51.1,64.6,78.2,50.2,1.62,21.36
1991-06-12,0.00,52.6,69.0,85.4,47.6,2.55,32.06
1991-06-13,0.00,52.9,66.8,80.7,50.2,2.01,23.16
1991-06-14,0.13,51.1,65.4,79.7,51.0,0.57,22.16
1991-06-15,0.00,42.5,59.1,75.7,47.9,1.00,18.18
1991-06-16,0.00,44.5,59.3,74.2,40.0,1.76,21.19
1991-06-17,0.00,49.5,67.1,84.7,43.8,2.68,31.75
1991-06-18,0.00,49.8,65.4,81.0,45.1,2.14,26.70
1991-06-19,0.00,51.9,63.1,74.2,50.9,1.07,14.76
1991-06-20,0.00,52.1,68.7,85.3,51.9,1.67,29.54
1991-06-21,0.00,55.4,67.6,79.7,52.6,1.36,22.26
1991-06-22,0.00,55.6,64.5,73.4,54.2,1.11,14.17
1991-06-23,0.23,46.1,61.5,77.0,51.3,0.27,17.80
1991-06-24,0.00,56.2,69.3,82.5,53.2,2.34,26.66
1991-06-25,0.00,57.4,72.5,87.6,52.0,2.25,34.49
1991-06-26,0.00,50.9,69.9,88.9,45.8,1.72,39.68
1991-06-27,0.00,48.1,64.3,80.5,45.6,1.44,25.75
1991-06-28,0.12,55.1,68.1,81.2,48.8,1.97,26.18
1991-06-29,0.04,55.7,69.6,83.6,50.4,1.75,29.82
1991-06-30,0.11,56.3,72.6,88.9,53.6,1.91,35.04
1991-07-01,0.00,48.6,64.4,80.2,44.6,2.08,26.40
1991-07-02,0.00,47.0,61.9,76.8,41.6,2.03,23.49
1991-07-03,0.00,47.8,63.2,78.7,42.7,2.10,25.31
1991-07-04,0.00,49.7,65.8,81.8,43.5,3.02,28.32
1991-07-05,0.00,55.8,73.1,90.5,41.7,6.28,41.29
1991-07-06,0.00,57.9,73.4,88.9,46.5,4.45,36.48
1991-07-07,0.08,54.2,73.0,91.7,45.3,3.75,41.74
1991-07-08,0.00,51.9,63.7,75.5,45.2,3.10,19.72
1991-07-09,0.00,54.4,69.2,83.9,51.5,2.43,26.43
1991-07-10,0.10,55.6,67.3,79.0,53.6,1.28,20.34
1991-07-11,0.00,52.5,68.3,84.0,53.4,0.66,27.64
1991-07-12,0.00,51.4,68.0,84.7,50.8,1.17,29.76
1991-07-13,0.00,53.5,68.1,82.7,49.2,2.33,26.81
1991-07-14,0.00,57.2,73.3,89.5,48.9,4.54,37.03
1991-07-15,0.09,59.1,77.4,95.6,45.9,5.78,49.02
1991-07-16,0.00,58.3,77.3,96.3,49.0,4.71,48.63
1991-07-17,0.00,60.0,78.7,97.4,50.4,6.13,50.25
1991-07-18,0.00,60.6,79.8,99.1,47.8,6.28,53.83
1991-07-19,0.00,54.5,70.2,85.8,49.2,2.48,30.32
1991-07-20,0.00,56.3,73.6,90.9,49.4,4.00,39.01
1991-07-21,0.00,61.4,75.6,89.8,50.1,5.20,37.60
1991-07-22,0.00,59.5,76.2,92.9,47.4,6.29,43.28
1991-07-23,0.00,57.7,70.1,82.6,47.3,3.84,26.78
1991-07-24,0.03,54.0,64.5,75.0,50.0,1.28,17.65
1991-07-25,0.06,49.6,62.3,75.0,50.8,0.87,17.10
1991-07-26,0.00,54.9,68.1,81.4,50.6,2.46,24.78
1991-07-27,0.00,53.4,68.3,83.1,51.2,1.58,27.39
1991-07-28,0.00,54.3,69.6,84.9,47.8,2.58,30.69
1991-07-29,0.00,56.4,73.2,90.0,47.3,3.69,38.67
1991-07-30,0.00,57.8,76.5,95.2,44.4,5.16,48.56
1991-07-31,0.07,57.2,74.1,90.9,45.7,4.26,40.06
1991-08-01,0.00,60.1,77.4,94.7,46.6,5.78,45.80
1991-08-02,0.00,55.9,71.5,87.2,51.7,1.74,32.25
1991-08-03,0.00,50.0,63.6,77.2,47.8,1.63,20.95
1991-08-04,0.00,51.5,65.0,78.5,47.4,2.17,22.36
1991-08-05,0.00,54.9,65.9,76.9,52.2,1.50,18.37
1991-08-06,0.11,53.8,70.0,86.2,48.3,2.33,32.81
1991-08-07,0.42,55.6,72.3,89.0,50.9,1.95,35.97
1991-08-08,0.15,54.0,69.8,85.7,51.9,1.29,30.03
1991-08-09,0.00,52.1,69.0,85.8,50.5,1.28,30.99
1991-08-10,0.00,54.6,71.0,87.4,49.3,2.34,33.60
1991-08-11,0.15,56.6,72.6,88.5,50.7,3.50,34.57
1991-08-12,0.00,56.4,71.3,86.2,52.6,2.21,29.72
1991-08-13,0.00,56.2,66.7,77.2,54.5,1.00,17.68
1991-08-14,0.00,55.1,70.4,85.7,53.6,0.84,29.07
1991-08-15,0.00,57.7,73.7,89.7,49.3,3.60,36.98
1991-08-16,0.00,53.3,67.5,81.6,52.5,1.38,24.45
1991-08-17,0.00,49.1,64.1,79.1,47.6,1.17,23.15
1991-08-18,0.00,50.3,66.0,81.7,46.9,1.87,26.53
1991-08-19,0.00,52.7,68.7,84.8,46.7,2.81,31.59
1991-08-20,0.00,59.1,74.8,90.6,47.1,5.68,39.01
1991-08-21,0.00,55.1,71.7,88.3,45.0,4.97,36.21
1991-08-22,0.00,56.3,74.4,92.5,41.0,6.18,44.34
1991-08-23,0.10,56.8,74.9,93.1,40.1,6.87,45.76
1991-08-24,0.00,58.0,75.0,91.9,42.8,7.38,43.17
1991-08-25,0.00,62.5,78.1,93.7,41.8,9.30,45.66
1991-08-26,0.00,62.2,79.8,97.4,42.8,9.18,52.24
1991-08-27,0.00,62.3,78.8,95.2,46.4,8.60,46.92
1991-08-28,0.00,62.7,78.9,95.2,49.6,6.62,45.74
1991-08-29,0.00,54.2,71.1,88.0,45.5,4.69,34.77
1991-08-30,0.00,54.4,72.2,90.1,39.4,6.07,40.39
1991-08-31,0.00,56.8,73.9,90.9,41.1,7.35,41.77
1991-09-01,0.00,56.0,72.2,88.3,41.5,6.49,37.26
1991-09-02,0.00,60.7,76.6,92.4,43.8,8.03,43.22
1991-09-03,0.00,54.6,70.9,87.3,41.7,5.94,34.95
1991-09-04,0.00,47.7,61.5,75.4,39.6,3.84,21.33
1991-09-05,0.00,48.0,66.1,84.2,40.8,3.19,31.96
1991-09-06,0.00,50.9,67.3,83.7,41.8,4.23,31.08
1991-09-07,0.00,54.0,71.9,89.7,46.4,3.67,38.70
1991-09-08,0.00,56.0,71.5,87.0,48.4,2.41,33.07
1991-09-09,0.00,53.1,62.6,72.0,50.7,1.56,14.28
1991-09-10,0.00,48.7,61.6,74.4,48.4,0.77,17.97
1991-09-11,0.01,51.4,61.0,70.6,53.3,0.26,11.91
1991-09-12,0.00,48.0,64.0,80.0,48.2,0.84,25.67
1991-09-13,0.00,48.8,63.3,77.7,48.7,0.93,21.24
1991-09-14,0.05,47.6,59.8,72.0,44.9,1.87,16.36
1991-09-15,0.08,37.4,53.2,68.9,38.7,0.67,15.89
1991-09-16,0.00,36.1,47.0,57.9,32.8,0.82,10.43
1991-09-17,0.00,42.0,56.2,70.4,35.0,1.86,19.38
1991-09-18,0.00,25.7,38.4,51.0,31.1,0.32,6.73
1991-09-19,0.00,24.7,40.1,55.5,21.0,0.80,11.68
1991-09-20,0.00,32.3,50.9,69.5,24.4,2.21,20.58
1991-09-21,0.00,42.6,63.2,83.8,28.9,4.14,34.99
1991-09-22,0.00,38.3,56.9,75.4,33.1,1.37,26.19
1991-09-23,0.00,33.7,45.5,57.3,26.9,1.09,11.53
1991-09-24,0.00,29.0,43.9,58.9,26.9,0.99,12.59
1991-09-25,0.00,31.9,50.4,68.9,30.4,1.47,18.38
1991-09-26,0.00,39.6,55.6,71.6,34.0,2.63,19.49
1991-09-27,0.00,39.2,59.0,78.8,30.6,2.80,28.28
1991-09-28,0.00,38.3,57.3,76.2,32.7,1.96,24.70
1991-09-29,0.00,45.0,64.6,84.3,33.0,4.32,34.57
1991-09-30,0.00,43.0,58.4,73.8,42.3,0.76,19.83
1991-10-01,0.00,41.0,58.7,76.4,39.7,0.63,23.51
1991-10-02,0.00,43.3,63.7,84.1,32.9,2.93,34.63
1991-10-03,0.00,38.3,53.5,68.6,31.3,2.11,17.96
1991-10-04,0.04,32.7,45.8,58.8,30.3,0.62,11.32
1991-10-05,0.00,25.5,34.8,44.1,25.3,0.46,5.19
1991-10-06,0.00,22.8,35.1,47.4,22.1,0.45,7.36
1991-10-07,0.00,27.7,48.3,68.9,25.5,1.22,19.51
1991-10-08,0.00,39.7,59.7,79.7,25.3,4.32,30.53
1991-10-09,0.00,34.9,54.6,74.2,25.5,2.51,24.33
1991-10-10,0.00,34.7,53.5,72.3,23.1,2.68,23.17
1991-10-11,0.00,42.1,61.1,80.1,27.1,4.26,30.29
1991-10-12,0.00,39.1,59.5,80.0,29.0,3.39,29.61
1991-10-13,0.00,40.3,61.2,82.2,25.9,3.82,33.06
1991-10-14,0.00,30.0,43.3,56.6,24.0,1.91,11.15
1991-10-15,0.00,34.0,49.3,64.5,27.8,2.37,15.59
1991-10-16,0.00,41.2,59.2,77.2,27.5,3.75,26.82
1991-10-17,0.00,48.6,67.1,85.5,20.2,7.55,37.89
1991-10-18,0.00,29.6,44.2,58.8,23.3,1.52,14.07
