Transect,Point,Easting,Northing,Veg_date,pt_year,Year,direction,Low_cm,High_cm,vor_reading_pct
C6,C6.3,501670,4811895,2015-07-28,C6.3_2015,2015,270.0,1.1428571428571428,10.357142857142858,1.0
C6,C6.3,501670,4811895,2016-07-25,C6.3_2016,2016,270.0,0.07692307692307693,1.5384615384615385,0.9285714285714286
C6,C6.3,501670,4811895,2017-07-30,C6.3_2017,2017,270.0,0.7857142857142857,3.2857142857142856,1.0
C6,C6.3,501670,4811895,2018-07-01,C6.3_2018,2018,,3.357142857142857,21.142857142857142,1.0
C6,C6.3,501670,4811895,2019-07-24,C6.3_2019,2019,,3.0,49.84615384615385,0.9285714285714286
C6,C6.4,501670,4812145,2015-07-28,C6.4_2015,2015,90.0,1.5384615384615385,8.923076923076923,0.9285714285714286
C6,C6.4,501670,4812145,2016-07-25,C6.4_2016,2016,90.0,0.0,0.7692307692307693,0.9285714285714286
C6,C6.4,501670,4812145,2017-07-30,C6.4_2017,2017,90.0,0.38461538461538464,1.9230769230769231,0.9285714285714286
C6,C6.4,501670,4812145,2018-07-01,C6.4_2018,2018,,2.642857142857143,32.92857142857143,1.0
C6,C6.4,501670,4812145,2019-07-24,C6.4_2019,2019,,6.214285714285714,36.785714285714285,1.0
C6,C6.5,501670,4812395,2015-07-28,C6.5_2015,2015,270.0,1.6153846153846154,6.615384615384615,0.9285714285714286
C6,C6.5,501670,4812395,2016-07-25,C6.5_2016,2016,270.0,0.46153846153846156,1.8461538461538463,0.9285714285714286
C6,C6.5,501670,4812395,2017-07-30,C6.5_2017,2017,270.0,0.1,3.4,0.7142857142857143
C6,C6.5,501670,4812395,2018-07-01,C6.5_2018,2018,,4.461538461538462,28.615384615384617,0.9285714285714286
C6,C6.5,501670,4812395,2019-07-24,C6.5_2019,2019,,7.785714285714286,28.0,1.0
C6,C6.6,501670,4812645,2015-07-28,C6.6_2015,2015,90.0,3.6,9.0,0.7142857142857143
C6,C6.6,501670,4812645,2016-07-25,C6.6_2016,2016,90.0,0.125,2.0,0.5714285714285714
C6,C6.6,501670,4812645,2017-07-30,C6.6_2017,2017,90.0,0.38461538461538464,3.3076923076923075,0.9285714285714286
C6,C6.6,501670,4812645,2018-07-01,C6.6_2018,2018,,5.076923076923077,23.76923076923077,0.9285714285714286
C6,C6.6,501670,4812645,2019-07-24,C6.6_2019,2019,,6.642857142857143,34.714285714285715,1.0
C6,C6.7,501670,4812895,2015-07-28,C6.7_2015,2015,90.0,1.6923076923076923,9.692307692307692,0.9285714285714286
C6,C6.7,501670,4812895,2016-07-25,C6.7_2016,2016,270.0,0.2857142857142857,4.928571428571429,1.0
C6,C6.7,501670,4812895,2017-07-30,C6.7_2017,2017,90.0,1.9,5.8,0.7142857142857143
C6,C6.7,501670,4812895,2018-07-01,C6.7_2018,2018,,3.1666666666666665,18.916666666666668,0.8571428571428571
C6,C6.7,501670,4812895,2019-07-24,C6.7_2019,2019,,4.285714285714286,22.928571428571427,1.0
C6,C6.8,501670,4813145,2015-07-28,C6.8_2015,2015,90.0,3.8181818181818183,12.636363636363637,0.7857142857142857
C6,C6.8,501670,4813145,2016-07-25,C6.8_2016,2016,90.0,0.3333333333333333,1.9166666666666667,0.8571428571428571
C6,C6.8,501670,4813145,2017-07-30,C6.8_2017,2017,90.0,1.1,3.9,0.7142857142857143
C6,C6.8,501670,4813145,2018-07-01,C6.8_2018,2018,,8.307692307692308,27.76923076923077,0.9285714285714286
C6,C6.8,501670,4813145,2019-07-24,C6.8_2019,2019,,9.642857142857142,31.071428571428573,1.0
C7,C7.1,499609,4814403,2015-07-29,C7.1_2015,2015,225.0,1.2307692307692308,5.076923076923077,0.9285714285714286
C7,C7.1,499609,4814403,2016-08-03,C7.1_2016,2016,225.0,2.1666666666666665,6.583333333333333,0.8571428571428571
C7,C7.1,499609,4814403,2017-07-30,C7.1_2017,2017,225.0,1.5714285714285714,5.0,1.0
C7,C7.1,499609,4814403,2018-07-01,C7.1_2018,2018,,9.5,21.214285714285715,1.0
C7,C7.1,499609,4814403,2019-07-30,C7.1_2019,2019,,12.071428571428571,39.642857142857146,1.0
C7,C7.2,499786,4814226,2015-07-29,C7.2_2015,2015,45.0,3.6,17.3,0.7142857142857143
C7,C7.2,499786,4814226,2016-08-03,C7.2_2016,2016,45.0,0.6666666666666666,3.4444444444444446,0.6428571428571429
C7,C7.2,499786,4814226,2017-07-30,C7.2_2017,2017,45.0,1.0,5.416666666666667,0.8571428571428571
C7,C7.2,499786,4814226,2018-07-01,C7.2_2018,2018,,10.923076923076923,36.46153846153846,0.9285714285714286
C7,C7.2,499786,4814226,2019-07-30,C7.2_2019,2019,,16.785714285714285,48.0,1.0
C7,C7.3,499963,4814049,2015-07-29,C7.3_2015,2015,225.0,2.230769230769231,11.461538461538462,0.9285714285714286
C7,C7.3,499963,4814049,2016-08-03,C7.3_2016,2016,225.0,0.25,2.75,0.8571428571428571
C7,C7.3,499963,4814049,2017-07-30,C7.3_2017,2017,225.0,0.6428571428571429,5.785714285714286,1.0
C7,C7.3,499963,4814049,2018-07-01,C7.3_2018,2018,,2.142857142857143,11.928571428571429,1.0
C7,C7.3,499963,4814049,2019-07-22,C7.3_2019,2019,,5.785714285714286,20.714285714285715,1.0
C7,C7.4,500140,4813872,2015-07-29,C7.4_2015,2015,45.0,5.142857142857143,19.428571428571427,1.0
C7,C7.4,500140,4813872,2016-08-03,C7.4_2016,2016,45.0,1.2142857142857142,6.071428571428571,1.0
C7,C7.4,500140,4813872,2017-07-30,C7.4_2017,2017,45.0,1.2857142857142858,5.571428571428571,1.0
C7,C7.4,500140,4813872,2018-07-01,C7.4_2018,2018,,5.416666666666667,20.916666666666668,0.8571428571428571
C7,C7.4,500140,4813872,2019-07-22,C7.4_2019,2019,,8.636363636363637,23.636363636363637,0.7857142857142857
C7,C7.5,500316,4813696,2015-07-28,C7.5_2015,2015,225.0,2.0833333333333335,13.416666666666666,0.8571428571428571
C7,C7.5,500316,4813696,2016-08-03,C7.5_2016,2016,225.0,0.5,3.8333333333333335,0.8571428571428571
C7,C7.5,500316,4813696,2017-07-30,C7.5_2017,2017,225.0,0.4166666666666667,3.1666666666666665,0.8571428571428571
C7,C7.5,500316,4813696,2018-07-01,C7.5_2018,2018,,5.071428571428571,28.071428571428573,1.0
C7,C7.5,500316,4813696,2019-07-22,C7.5_2019,2019,,11.214285714285714,30.642857142857142,1.0
C7,C7.6,500493,4813519,2015-07-28,C7.6_2015,2015,45.0,3.2857142857142856,15.071428571428571,1.0
C7,C7.6,500493,4813519,2016-08-03,C7.6_2016,2016,45.0,0.5,2.5714285714285716,1.0
C7,C7.6,500493,4813519,2017-07-30,C7.6_2017,2017,45.0,1.3846153846153846,6.0,0.9285714285714286
C7,C7.6,500493,4813519,2018-07-01,C7.6_2018,2018,,3.4285714285714284,13.571428571428571,1.0
C7,C7.6,500493,4813519,2019-07-22,C7.6_2019,2019,,16.714285714285715,32.642857142857146,1.0
C7,C7.7,500670,4813342,2015-07-28,C7.7_2015,2015,225.0,6.25,29.583333333333332,0.8571428571428571
C7,C7.7,500670,4813342,2016-08-03,C7.7_2016,2016,225.0,2.2222222222222223,20.88888888888889,0.6428571428571429
C7,C7.7,500670,4813342,2017-07-30,C7.7_2017,2017,225.0,1.8333333333333333,12.5,0.8571428571428571
C7,C7.7,500670,4813342,2018-07-01,C7.7_2018,2018,,9.916666666666666,41.75,0.8571428571428571
C7,C7.7,500670,4813342,2019-07-22,C7.7_2019,2019,,12.785714285714286,38.42857142857143,1.0
C7,C7.8,500847,4813165,2015-07-28,C7.8_2015,2015,45.0,5.916666666666667,31.833333333333332,0.8571428571428571
C7,C7.8,500847,4813165,2016-08-03,C7.8_2016,2016,45.0,1.0,11.1,0.7142857142857143
C7,C7.8,500847,4813165,2017-07-30,C7.8_2017,2017,45.0,2.4615384615384617,14.846153846153847,0.9285714285714286
C7,C7.8,500847,4813165,2018-07-01,C7.8_2018,2018,,4.076923076923077,32.23076923076923,0.9285714285714286
C7,C7.8,500847,4813165,2019-07-22,C7.8_2019,2019,,8.857142857142858,37.57142857142857,1.0
C8,C8.1,501748,4815645,2015-07-29,C8.1_2015,2015,45.0,2.0714285714285716,8.285714285714286,1.0
C8,C8.1,501748,4815645,2016-07-25,C8.1_2016,2016,45.0,0.8461538461538461,5.538461538461538,0.9285714285714286
C8,C8.1,501748,4815645,2017-08-05,C8.1_2017,2017,45.0,0.45454545454545453,7.0,0.7857142857142857
C8,C8.2,501925,4815468,2015-07-29,C8.2_2015,2015,225.0,2.4545454545454546,14.727272727272727,0.7857142857142857
C8,C8.2,501925,4815468,2016-07-25,C8.2_2016,2016,225.0,2.0714285714285716,8.714285714285714,1.0
C8,C8.2,501925,4815468,2017-08-05,C8.2_2017,2017,225.0,0.42857142857142855,5.428571428571429,1.0
C8,C8.3,502102,4815291,2015-07-29,C8.3_2015,2015,45.0,3.5833333333333335,12.166666666666666,0.8571428571428571
C8,C8.3,502102,4815291,2016-07-25,C8.3_2016,2016,45.0,0.7272727272727273,8.0,0.7857142857142857
C8,C8.3,502102,4815291,2017-08-05,C8.3_2017,2017,45.0,0.15384615384615385,2.769230769230769,0.9285714285714286
C8,C8.4,502278,4815115,2015-07-29,C8.4_2015,2015,225.0,3.5833333333333335,21.333333333333332,0.8571428571428571
C8,C8.4,502278,4815115,2016-07-25,C8.4_2016,2016,225.0,0.8571428571428571,8.857142857142858,1.0
C8,C8.4,502278,4815115,2017-08-05,C8.4_2017,2017,225.0,0.2857142857142857,5.5,1.0
C8,C8.5,502455,4814938,2015-07-29,C8.5_2015,2015,45.0,3.6363636363636362,14.818181818181818,0.7857142857142857
C8,C8.5,502455,4814938,2016-07-25,C8.5_2016,2016,45.0,1.2857142857142858,6.642857142857143,1.0
C8,C8.5,502455,4814938,2017-08-05,C8.5_2017,2017,45.0,1.25,8.5,0.8571428571428571
C8,C8.6,502632,4814761,2015-07-29,C8.6_2015,2015,115.0,3.5714285714285716,10.928571428571429,1.0
C8,C8.6,502632,4814761,2016-07-25,C8.6_2016,2016,225.0,0.6923076923076923,3.923076923076923,0.9285714285714286
C8,C8.6,502632,4814761,2017-08-05,C8.6_2017,2017,225.0,0.5,6.428571428571429,1.0
C8,C8.7,502809,4814584,2016-07-25,C8.7_2016,2016,45.0,0.6,1.0,0.7142857142857143
C8,C8.7,502809,4814584,2017-08-05,C8.7_2017,2017,45.0,0.6363636363636364,2.909090909090909,0.7857142857142857
C8,C8.8,502986,4814407,2015-07-29,C8.8_2015,2015,225.0,5.785714285714286,23.714285714285715,1.0
C8,C8.8,502986,4814407,2016-07-25,C8.8_2016,2016,225.0,0.4166666666666667,3.75,0.8571428571428571
C8,C8.8,502986,4814407,2017-08-05,C8.8_2017,2017,225.0,0.15384615384615385,4.384615384615385,0.9285714285714286
C9,C9.1,498802,4815303,2015-07-17,C9.1_2015,2015,90.0,6.642857142857143,16.714285714285715,1.0
C9,C9.1,498802,4815303,2016-08-02,C9.1_2016,2016,90.0,1.5,8.142857142857142,1.0
C9,C9.1,498802,4815303,2017-07-08,C9.1_2017,2017,90.0,3.5714285714285716,7.571428571428571,1.0
C9,C9.1,498802,4815303,2018-07-01,C9.1_2018,2018,,8.571428571428571,20.5,1.0
C9,C9.2,498802,4815553,2015-07-17,C9.2_2015,2015,270.0,3.9285714285714284,16.214285714285715,1.0
C9,C9.2,498802,4815553,2016-08-02,C9.2_2016,2016,270.0,2.2857142857142856,13.5,1.0
C9,C9.2,498802,4815553,2017-07-08,C9.2_2017,2017,270.0,3.142857142857143,12.857142857142858,1.0
C9,C9.2,498802,4815553,2018-07-01,C9.2_2018,2018,,6.142857142857143,26.285714285714285,1.0
C9,C9.3,498802,4815803,2015-07-17,C9.3_2015,2015,90.0,10.928571428571429,34.285714285714285,1.0
C9,C9.3,498802,4815803,2016-08-02,C9.3_2016,2016,90.0,6.5,21.571428571428573,1.0
C9,C9.3,498802,4815803,2017-07-08,C9.3_2017,2017,90.0,2.642857142857143,12.214285714285714,1.0
C9,C9.3,498802,4815803,2018-07-01,C9.3_2018,2018,,9.571428571428571,27.285714285714285,1.0
C9,C9.4,498802,4816053,2015-07-17,C9.4_2015,2015,270.0,8.642857142857142,23.5,1.0
C9,C9.4,498802,4816053,2016-08-02,C9.4_2016,2016,270.0,2.7857142857142856,13.357142857142858,1.0
C9,C9.4,498802,4816053,2017-07-08,C9.4_2017,2017,270.0,4.428571428571429,15.357142857142858,1.0
C9,C9.4,498802,4816053,2018-07-01,C9.4_2018,2018,,8.785714285714286,25.571428571428573,1.0
C9,C9.5,498802,4816303,2015-07-17,C9.5_2015,2015,90.0,6.0,21.571428571428573,1.0
C9,C9.5,498802,4816303,2016-08-02,C9.5_2016,2016,90.0,0.9285714285714286,6.642857142857143,1.0
C9,C9.5,498802,4816303,2017-07-08,C9.5_2017,2017,90.0,1.9285714285714286,8.071428571428571,1.0
C9,C9.5,498802,4816303,2018-07-01,C9.5_2018,2018,,9.0,23.428571428571427,1.0
C9,C9.6,498802,4816553,2015-07-17,C9.6_2015,2015,270.0,5.928571428571429,24.857142857142858,1.0
C9,C9.6,498802,4816553,2016-08-02,C9.6_2016,2016,270.0,1.5714285714285714,13.142857142857142,1.0
C9,C9.6,498802,4816553,2017-07-08,C9.6_2017,2017,270.0,2.4285714285714284,11.928571428571429,1.0
C9,C9.6,498802,4816553,2018-07-01,C9.6_2018,2018,,10.928571428571429,29.714285714285715,1.0
C9,C9.7,498802,4816803,2015-07-17,C9.7_2015,2015,90.0,3.4285714285714284,11.071428571428571,1.0
C9,C9.7,498802,4816803,2016-08-02,C9.7_2016,2016,90.0,0.07142857142857142,4.928571428571429,1.0
C9,C9.7,498802,4816803,2017-07-08,C9.7_2017,2017,90.0,4.0,8.5,1.0
C9,C9.7,498802,4816803,2018-07-01,C9.7_2018,2018,,4.0,14.071428571428571,1.0
C9,C9.8,498802,4817053,2015-07-17,C9.8_2015,2015,270.0,1.1111111111111112,11.333333333333334,0.6428571428571429
C9,C9.8,498802,4817053,2016-08-02,C9.8_2016,2016,270.0,0.25,3.0,0.5714285714285714
C9,C9.8,498802,4817053,2017-07-08,C9.8_2017,2017,270.0,0.25,1.0833333333333333,0.8571428571428571
C9,C9.8,498802,4817053,2018-07-01,C9.8_2018,2018,,10.555555555555555,22.0,0.6428571428571429
E1,E1.1,501818,4832768,2015-07-01,E1.1_2015,2015,60.0,2.3076923076923075,14.538461538461538,0.9285714285714286
E1,E1.1,501818,4832768,2016-08-01,E1.1_2016,2016,60.0,1.8461538461538463,11.76923076923077,0.9285714285714286
E1,E1.1,501818,4832768,2017-07-15,E1.1_2017,2017,60.0,0.45454545454545453,9.818181818181818,0.7857142857142857
E1,E1.2,501936,4832548,2015-07-01,E1.2_2015,2015,240.0,8.545454545454545,36.18181818181818,0.7857142857142857
E1,E1.2,501936,4832548,2017-07-15,E1.2_2017,2017,240.0,4.3,19.2,0.7142857142857143
E1,E1.3,502053,4832327,2015-07-01,E1.3_2015,2015,60.0,5.666666666666667,26.0,0.6428571428571429
E1,E1.3,502053,4832327,2017-07-15,E1.3_2017,2017,60.0,1.25,17.5,0.5714285714285714
E1,E1.4,502171,4832107,2015-07-01,E1.4_2015,2015,240.0,5.2,23.0,0.7142857142857143
E1,E1.4,502171,4832107,2017-07-15,E1.4_2017,2017,240.0,1.0,6.777777777777778,0.6428571428571429
E1,E1.5,502288,4831886,2015-07-01,E1.5_2015,2015,60.0,3.142857142857143,11.142857142857142,1.0
E1,E1.5,502288,4831886,2017-07-15,E1.5_2017,2017,60.0,1.3636363636363635,5.363636363636363,0.7857142857142857
E10,E10.1,499212,4823671,2015-06-13,E10.1_2015,2015,45.0,0.7142857142857143,11.0,1.0
E10,E10.1,499212,4823671,2016-08-09,E10.1_2016,2016,45.0,2.6,13.4,0.7142857142857143
E10,E10.1,499212,4823671,2017-07-04,E10.1_2017,2017,45.0,4.083333333333333,15.75,0.8571428571428571
E10,E10.1,499212,4823671,2018-07-01,E10.1_2018,2018,,0.46153846153846156,8.615384615384615,0.9285714285714286
E10,E10.1,499212,4823671,2019-06-17,E10.1_2019,2019,45.0,1.6428571428571428,10.214285714285714,1.0
E10,E10.2,499397,4823503,2015-06-13,E10.2_2015,2015,225.0,1.5454545454545454,20.181818181818183,0.7857142857142857
E10,E10.2,499397,4823503,2016-08-09,E10.2_2016,2016,225.0,1.5,7.0,1.0
E10,E10.2,499397,4823503,2017-07-04,E10.2_2017,2017,225.0,1.2307692307692308,9.846153846153847,0.9285714285714286
E10,E10.2,499397,4823503,2018-07-01,E10.2_2018,2018,,1.8181818181818181,12.363636363636363,0.7857142857142857
E10,E10.2,499397,4823503,2019-06-17,E10.2_2019,2019,225.0,1.6363636363636365,17.272727272727273,0.7857142857142857
E10,E10.3,499581,4823334,2015-06-13,E10.3_2015,2015,45.0,0.42857142857142855,4.214285714285714,1.0
E10,E10.3,499581,4823334,2016-08-09,E10.3_2016,2016,45.0,1.2857142857142858,6.928571428571429,1.0
E10,E10.3,499581,4823334,2017-07-04,E10.3_2017,2017,45.0,1.9285714285714286,5.571428571428571,1.0
E10,E10.3,499581,4823334,2018-07-01,E10.3_2018,2018,,2.0714285714285716,12.642857142857142,1.0
E10,E10.3,499581,4823334,2019-06-18,E10.3_2019,2019,45.0,2.0,14.642857142857142,1.0
E10,E10.4,499765,4823165,2015-06-13,E10.4_2015,2015,225.0,2.5833333333333335,19.916666666666668,0.8571428571428571
E10,E10.4,499765,4823165,2016-08-09,E10.4_2016,2016,225.0,0.23076923076923078,6.153846153846154,0.9285714285714286
E10,E10.4,499765,4823165,2017-07-04,E10.4_2017,2017,225.0,1.5384615384615385,6.769230769230769,0.9285714285714286
E10,E10.4,499765,4823165,2018-07-01,E10.4_2018,2018,,4.5,29.916666666666668,0.8571428571428571
E10,E10.4,499765,4823165,2019-06-18,E10.4_2019,2019,225.0,1.1666666666666667,34.166666666666664,0.8571428571428571
E10,E10.5,499950,4822996,2015-06-14,E10.5_2015,2015,45.0,2.2857142857142856,8.5,1.0
E10,E10.5,499950,4822996,2016-08-09,E10.5_2016,2016,45.0,0.07692307692307693,2.769230769230769,0.9285714285714286
E10,E10.5,499950,4822996,2017-07-04,E10.5_2017,2017,45.0,1.0714285714285714,3.2142857142857144,1.0
E10,E10.5,499950,4822996,2018-07-01,E10.5_2018,2018,,3.5714285714285716,20.142857142857142,1.0
E10,E10.5,499950,4822996,2019-06-17,E10.5_2019,2019,45.0,2.7142857142857144,11.642857142857142,1.0
E10,E10.6,500134,4822827,2015-06-14,E10.6_2015,2015,225.0,0.8571428571428571,4.214285714285714,1.0
E10,E10.6,500134,4822827,2016-08-09,E10.6_2016,2016,225.0,0.0,0.7857142857142857,1.0
E10,E10.6,500134,4822827,2017-07-04,E10.6_2017,2017,225.0,1.1428571428571428,4.357142857142857,1.0
E10,E10.6,500134,4822827,2018-07-01,E10.6_2018,2018,,2.857142857142857,19.285714285714285,1.0
E10,E10.6,500134,4822827,2019-06-18,E10.6_2019,2019,225.0,2.642857142857143,24.0,1.0
E10,E10.7,500318,4822658,2015-06-14,E10.7_2015,2015,45.0,1.25,7.5,0.5714285714285714
E10,E10.7,500318,4822658,2016-08-09,E10.7_2016,2016,45.0,0.18181818181818182,7.545454545454546,0.7857142857142857
E10,E10.7,500318,4822658,2017-07-04,E10.7_2017,2017,45.0,1.125,5.0,0.5714285714285714
E10,E10.7,500318,4822658,2018-07-01,E10.7_2018,2018,,9.11111111111111,35.888888888888886,0.6428571428571429
E11,E11.1,500423,4822012,2015-08-12,E11.1_2015,2015,335.0,2.625,25.25,0.5714285714285714
E11,E11.1,500423,4822012,2016-07-22,E11.1_2016,2016,335.0,1.1111111111111112,11.0,0.6428571428571429
E11,E11.1,500423,4822012,2017-07-28,E11.1_2017,2017,335.0,1.375,6.25,0.5714285714285714
E11,E11.1,500423,4822012,2018-07-01,E11.1_2018,2018,,3.3333333333333335,20.22222222222222,0.6428571428571429
E11,E11.1,500423,4822012,2019-06-19,E11.1_2019,2019,335.0,1.8,29.9,0.7142857142857143
E11,E11.2,500201,4821898,2015-08-12,E11.2_2015,2015,155.0,3.375,24.375,0.5714285714285714
E11,E11.2,500201,4821898,2016-07-22,E11.2_2016,2016,155.0,5.0,16.545454545454547,0.7857142857142857
E11,E11.2,500201,4821898,2017-07-28,E11.2_2017,2017,155.0,4.111111111111111,15.555555555555555,0.6428571428571429
E11,E11.2,500201,4821898,2018-07-01,E11.2_2018,2018,,10.428571428571429,33.92857142857143,1.0
E11,E11.2,500201,4821898,2019-06-19,E11.2_2019,2019,155.0,3.625,31.625,0.6666666666666666
E11,E11.3,499978,4821785,2015-08-12,E11.3_2015,2015,335.0,9.692307692307692,37.23076923076923,0.9285714285714286
E11,E11.3,499978,4821785,2016-07-22,E11.3_2016,2016,335.0,5.769230769230769,18.307692307692307,0.9285714285714286
E11,E11.3,499978,4821785,2017-07-28,E11.3_2017,2017,335.0,0.7857142857142857,7.428571428571429,1.0
E11,E11.3,499978,4821785,2018-07-01,E11.3_2018,2018,,10.714285714285714,32.785714285714285,1.0
E11,E11.3,499978,4821785,2019-06-19,E11.3_2019,2019,335.0,2.4285714285714284,45.285714285714285,1.0
E11,E11.4,499756,4821671,2015-08-12,E11.4_2015,2015,155.0,7.3,31.4,0.7142857142857143
E11,E11.4,499756,4821671,2016-07-22,E11.4_2016,2016,155.0,4.181818181818182,12.909090909090908,0.7857142857142857
E11,E11.4,499756,4821671,2017-07-28,E11.4_2017,2017,155.0,2.5,14.3,0.7142857142857143
E11,E11.4,499756,4821671,2018-07-01,E11.4_2018,2018,,14.76923076923077,34.23076923076923,0.9285714285714286
E11,E11.4,499756,4821671,2019-06-19,E11.4_2019,2019,155.0,9.181818181818182,25.636363636363637,0.7857142857142857
E11,E11.5,499533,4821557,2015-08-11,E11.5_2015,2015,335.0,3.6153846153846154,10.307692307692308,0.9285714285714286
E11,E11.5,499533,4821557,2016-07-22,E11.5_2016,2016,335.0,0.15384615384615385,1.6153846153846154,0.9285714285714286
E11,E11.5,499533,4821557,2017-07-28,E11.5_2017,2017,335.0,0.9166666666666666,3.5,0.8571428571428571
E11,E11.5,499533,4821557,2018-07-01,E11.5_2018,2018,,3.3076923076923075,12.615384615384615,0.9285714285714286
E11,E11.5,499533,4821557,2019-06-19,E11.5_2019,2019,335.0,2.1666666666666665,12.666666666666666,0.8571428571428571
E11,E11.6,499310,4821443,2015-08-11,E11.6_2015,2015,155.0,1.6923076923076923,5.076923076923077,0.9285714285714286
E11,E11.6,499310,4821443,2016-07-22,E11.6_2016,2016,155.0,0.21428571428571427,1.8571428571428572,1.0
E11,E11.6,499310,4821443,2017-07-28,E11.6_2017,2017,155.0,0.3076923076923077,2.5384615384615383,0.9285714285714286
E11,E11.6,499310,4821443,2018-07-01,E11.6_2018,2018,,2.0,8.833333333333334,0.8571428571428571
E11,E11.6,499310,4821443,2019-06-19,E11.6_2019,2019,335.0,1.5,10.0,0.8571428571428571
E12,E12.1,498386,4822416,2015-07-30,E12.1_2015,2015,75.0,4.0,23.333333333333332,0.6428571428571429
E12,E12.1,498386,4822416,2016-07-22,E12.1_2016,2016,75.0,2.875,12.0,0.5714285714285714
E12,E12.1,498386,4822416,2017-07-14,E12.1_2017,2017,75.0,4.0,14.4,0.7142857142857143
E12,E12.1,498386,4822416,2018-07-01,E12.1_2018,2018,,6.2,26.9,0.7142857142857143
E12,E12.1,498386,4822416,2019-06-17,E12.1_2019,2019,75.0,5.8,28.8,0.7142857142857143
E12,E12.2,498427,4822170,2015-07-30,E12.2_2015,2015,255.0,3.6923076923076925,27.76923076923077,0.9285714285714286
E12,E12.2,498427,4822170,2016-07-22,E12.2_2016,2016,255.0,1.5384615384615385,10.23076923076923,0.9285714285714286
E12,E12.2,498427,4822170,2017-07-14,E12.2_2017,2017,255.0,2.1818181818181817,11.0,0.7857142857142857
E12,E12.2,498427,4822170,2018-07-01,E12.2_2018,2018,,2.111111111111111,12.333333333333334,0.6428571428571429
E12,E12.2,498427,4822170,2019-06-17,E12.2_2019,2019,225.0,1.25,24.5,0.8571428571428571
E12,E12.3,498469,4821923,2015-07-30,E12.3_2015,2015,75.0,5.166666666666667,23.75,0.8571428571428571
E12,E12.3,498469,4821923,2016-07-22,E12.3_2016,2016,75.0,0.5,6.3,0.7142857142857143
E12,E12.3,498469,4821923,2017-07-14,E12.3_2017,2017,75.0,1.1818181818181819,14.545454545454545,0.7857142857142857
E12,E12.3,498469,4821923,2018-07-01,E12.3_2018,2018,,3.888888888888889,22.555555555555557,0.6428571428571429
E12,E12.3,498469,4821923,2019-06-17,E12.3_2019,2019,75.0,1.4444444444444444,29.0,0.6428571428571429
E12,E12.4,498510,4821677,2015-07-30,E12.4_2015,2015,255.0,7.214285714285714,25.428571428571427,1.0
E12,E12.4,498510,4821677,2016-07-22,E12.4_2016,2016,255.0,1.7142857142857142,12.857142857142858,1.0
E12,E12.4,498510,4821677,2017-07-14,E12.4_2017,2017,255.0,2.142857142857143,10.142857142857142,1.0
E12,E12.4,498510,4821677,2018-07-01,E12.4_2018,2018,,9.214285714285714,32.0,1.0
E12,E12.4,498510,4821677,2019-06-17,E12.4_2019,2019,225.0,5.357142857142857,30.5,1.0
E12,E12.5,498551,4821430,2015-07-30,E12.5_2015,2015,75.0,9.071428571428571,26.0,1.0
E12,E12.5,498551,4821430,2016-07-22,E12.5_2016,2016,75.0,1.7857142857142858,10.714285714285714,1.0
E12,E12.5,498551,4821430,2017-07-14,E12.5_2017,2017,75.0,3.642857142857143,12.428571428571429,1.0
E12,E12.5,498551,4821430,2018-07-01,E12.5_2018,2018,,10.142857142857142,38.07142857142857,1.0
E12,E12.5,498551,4821430,2019-06-17,E12.5_2019,2019,75.0,7.642857142857143,37.92857142857143,1.0
E12,E12.6,498592,4821184,2015-07-30,E12.6_2015,2015,255.0,4.0,19.785714285714285,1.0
E12,E12.6,498592,4821184,2016-07-22,E12.6_2016,2016,255.0,1.0,7.428571428571429,1.0
E12,E12.6,498592,4821184,2017-07-14,E12.6_2017,2017,255.0,2.2857142857142856,8.357142857142858,1.0
E12,E12.6,498592,4821184,2018-07-01,E12.6_2018,2018,,6.142857142857143,24.714285714285715,1.0
E12,E12.6,498592,4821184,2019-06-17,E12.6_2019,2019,255.0,6.642857142857143,17.357142857142858,1.0
E12,E12.7,498633,4820937,2015-07-30,E12.7_2015,2015,75.0,6.6923076923076925,21.846153846153847,0.9285714285714286
E12,E12.7,498633,4820937,2016-07-22,E12.7_2016,2016,75.0,1.2142857142857142,7.857142857142857,1.0
E12,E12.7,498633,4820937,2017-07-14,E12.7_2017,2017,75.0,2.2,11.1,0.7142857142857143
E12,E12.7,498633,4820937,2018-07-01,E12.7_2018,2018,,8.571428571428571,36.642857142857146,1.0
E12,E12.7,498633,4820937,2019-06-17,E12.7_2019,2019,75.0,9.23076923076923,28.076923076923077,0.9285714285714286
E12,E12.8,498674,4820690,2015-07-30,E12.8_2015,2015,255.0,4.416666666666667,13.0,0.8571428571428571
E12,E12.8,498674,4820690,2016-07-22,E12.8_2016,2016,255.0,1.5384615384615385,6.461538461538462,0.9285714285714286
E12,E12.8,498674,4820690,2017-07-14,E12.8_2017,2017,255.0,0.9090909090909091,5.818181818181818,0.7857142857142857
E12,E12.8,498674,4820690,2018-07-01,E12.8_2018,2018,,9.538461538461538,18.76923076923077,0.9285714285714286
E12,E12.8,498674,4820690,2019-06-18,E12.8_2019,2019,255.0,10.833333333333334,24.583333333333332,0.8571428571428571
E13,E13.1,500459,4820934,2016-08-09,E13.1_2016,2016,250.0,0.0,0.4444444444444444,0.6428571428571429
